stack,trend_lift,weighted_score,epoch2_count,baseline_count,epoch2_share,baseline_share
ENEMIES_TO_LOVERS + SLOW_BURN,7.84,29.48,42,395,1.7025,0.2172
ACADEMIA_SCHOOL + ENEMIES_TO_LOVERS,7.04,29.26,63,660,2.5537,0.363
PARANORMAL_ROMANCE + REP_MM,5.12,29.25,303,4365,12.2821,2.4005
SLOW_BURN + SPORTS_GENERAL,9.11,28.97,23,186,0.9323,0.1023
MILITARY_WAR + REP_QUEER_GENERAL,7.62,28.83,43,416,1.743,0.2288
INTERRACIAL_MULTICULTURAL + ROM_COM,12.52,28.82,9,53,0.3648,0.0291
ACADEMIA_SCHOOL + REVERSE_HAREM_POLY,9.07,28.81,23,187,0.9323,0.1028
CONTEMPORARY_ROMANCE + ENEMIES_TO_LOVERS,4.96,28.47,312,4641,12.6469,2.5523
MARRIAGE_OF_CONVENIENCE + REP_MM,17.34,27.91,4,17,0.1621,0.0093
SPORTS_GENERAL + SPORTS_HOCKEY,6.28,27.67,81,951,3.2833,0.523
REP_MM + SECOND_CHANCE,6.62,27.62,64,713,2.5942,0.3921
ENEMIES_TO_LOVERS + SPORTS_GENERAL,6.69,27.5,60,661,2.4321,0.3635
MYSTERY_THRILLER_SUSPENSE + REP_MM,4.87,26.65,238,3605,9.6473,1.9825
COWBOY_WESTERN + SPORTS_GENERAL,16.38,26.36,4,18,0.1621,0.0099
REP_QUEER_GENERAL + SECOND_CHANCE,6.36,26.33,62,719,2.5132,0.3954
GHOSTS + REP_MM,7.9,26.32,27,252,1.0944,0.1386
REP_QUEER_GENERAL + SPORTS_FOOTBALL,9.37,25.98,15,118,0.608,0.0649
FRIENDS_TO_LOVERS + SLOW_BURN,5.94,25.65,74,918,2.9996,0.5048
INTERRACIAL_MULTICULTURAL + ROYALTY,18.43,25.55,3,12,0.1216,0.0066
MYSTERY_THRILLER_SUSPENSE + REP_QUEER_GENERAL,4.6,24.81,219,3509,8.8772,1.9297
ENEMIES_TO_LOVERS + ROM_COM,5.04,24.67,132,1929,5.3506,1.0608
ENEMIES_TO_LOVERS + INTERRACIAL_MULTICULTURAL,13.65,24.46,5,27,0.2027,0.0148
ENEMIES_TO_LOVERS + MAFIA_CARTEL_CRIME,6.88,24.04,32,343,1.2971,0.1886
FRIENDS_TO_LOVERS + REP_QUEER_GENERAL,4.42,23.81,219,3656,8.8772,2.0106
REP_MM + SPORTS_FOOTBALL,8.57,23.76,15,129,0.608,0.0709
DARK_ROMANCE + REP_MM,5.21,23.74,94,1329,3.8103,0.7309
FORCED_PROXIMITY + MUSICIANS,14.74,23.73,4,20,0.1621,0.011
DRAGONS + REP_QUEER_GENERAL,7.91,23.7,19,177,0.7702,0.0973
AGE_GAP + FORCED_PROXIMITY,17.01,23.58,3,13,0.1216,0.0071
ENEMIES_TO_LOVERS + SPORTS_HOCKEY,9.43,23.43,11,86,0.4459,0.0473
FORBIDDEN_TABOO + SLOW_BURN,8.87,23.41,13,108,0.527,0.0594
FRIENDS_TO_LOVERS + SPORTS_HOCKEY,7.05,23.22,26,272,1.0539,0.1496
DARK_TRAUMA + OMEGAVERSE,14.04,22.6,4,21,0.1621,0.0115
FORCED_PROXIMITY + NEW_ADULT,7.63,22.45,18,174,0.7296,0.0957
FRIENDS_TO_LOVERS + REP_MM,4.13,22.14,211,3763,8.5529,2.0694
REP_QUEER_GENERAL + SHIFTER_WEREWOLF,4.79,22.03,98,1507,3.9724,0.8288
GENDER_NONCONFORMING + REP_QUEER_GENERAL,12.28,22.01,5,30,0.2027,0.0165
DARK_ROMANCE + HOLIDAY,9.67,21.24,8,61,0.3243,0.0335
HIGH_STEAM + OMEGAVERSE,10.79,20.99,6,41,0.2432,0.0225
GENDER_NONCONFORMING + REP_MM,11.52,20.64,5,32,0.2027,0.0176
SECOND_CHANCE + SLOW_BURN,6.87,20.57,19,204,0.7702,0.1122
SLOW_BURN + SPORTS_FOOTBALL,10.53,20.49,6,42,0.2432,0.0231
ACADEMIA_SCHOOL + REP_MM,4.57,19.89,77,1243,3.1212,0.6836
SLOW_BURN + WORKPLACE,8.28,19.86,10,89,0.4054,0.0489
GHOSTS + REP_QUEER_GENERAL,6.42,19.85,21,241,0.8512,0.1325
SLOW_BURN + SMALL_TOWN,7.22,19.54,14,143,0.5675,0.0786
ROM_COM + SLOW_BURN,5.5,19.54,34,456,1.3782,0.2508
ACADEMIA_SCHOOL + REP_QUEER_GENERAL,4.48,19.35,74,1217,2.9996,0.6693
ENEMIES_TO_LOVERS + SECOND_CHANCE,4.7,19.34,60,940,2.4321,0.5169
CONTEMPORARY_ROMANCE + REP_QUEER_GENERAL,3.38,19.29,299,6517,12.12,3.5839
SMALL_TOWN + WORKPLACE,8.01,19.21,10,92,0.4054,0.0506
REP_MM + SHIFTER_WEREWOLF,3.91,19.0,128,2413,5.1885,1.327
MEDICAL + SLOW_BURN,9.41,18.31,6,47,0.2432,0.0258
ENEMIES_TO_LOVERS + HOLIDAY,6.58,18.25,15,168,0.608,0.0924
HOLIDAY + MAFIA_CARTEL_CRIME,11.34,18.25,4,26,0.1621,0.0143
ENEMIES_TO_LOVERS + SMALL_TOWN,5.34,18.18,29,400,1.1755,0.22
ENEMIES_TO_LOVERS + WORKPLACE,5.19,18.0,31,440,1.2566,0.242
DARK_ROMANCE + REP_QUEER_GENERAL,4.09,17.91,79,1425,3.2023,0.7837
DEMONS_ANGELS + REP_MM,4.88,17.88,38,574,1.5403,0.3157
HOLIDAY + REP_QUEER_GENERAL,4.7,17.67,42,659,1.7025,0.3624
HISTORICAL_ROMANCE + REP_MM,4.16,17.6,68,1206,2.7564,0.6632
CLEAN_SWEET + INSPIRATIONAL_CHRISTIAN,10.92,17.57,4,27,0.1621,0.0148
FAE_ELVES + REP_QUEER_GENERAL,5.76,17.53,20,256,0.8107,0.1408
FAE_ELVES + REP_MM,5.63,17.4,21,275,0.8512,0.1512
CONTEMPORARY_ROMANCE + REP_MM,3.12,17.39,263,6217,10.6607,3.419
CONTEMPORARY_ROMANCE + INTERRACIAL_MULTICULTURAL,4.54,17.29,44,714,1.7835,0.3927
SPORTS_BASKETBALL + SPORTS_GENERAL,8.85,17.21,6,50,0.2432,0.0275
INTERRACIAL_MULTICULTURAL + NEURODIVERGENT_DISABILITY,12.28,17.03,3,18,0.1216,0.0099
NEURODIVERGENT_DISABILITY + REP_QUEER_GENERAL,3.92,16.97,75,1411,3.0401,0.776
CLEAN_SWEET + CONTEMPORARY_ROMANCE,5.41,16.95,22,300,0.8918,0.165
CONTEMPORARY_ROMANCE + REP_FF,5.56,16.65,19,252,0.7702,0.1386
COWBOY_WESTERN + SMALL_TOWN,5.36,16.32,20,275,0.8107,0.1512
HISTORICAL_ROMANCE + REP_QUEER_GENERAL,3.85,16.29,68,1303,2.7564,0.7166
SMALL_TOWN + TEACHER_ROMANCE,11.64,16.13,3,19,0.1216,0.0104
CLEAN_SWEET + ROM_COM,5.61,15.56,15,197,0.608,0.1083
INTERRACIAL_MULTICULTURAL + SPORTS_GENERAL,8.57,15.36,5,43,0.2027,0.0236
MAFIA_CARTEL_CRIME + REVERSE_HAREM_POLY,6.63,15.27,9,100,0.3648,0.055
REP_QUEER_GENERAL + ROYALTY,4.76,14.72,21,325,0.8512,0.1787
HOLIDAY + SLOW_BURN,8.93,14.38,4,33,0.1621,0.0181
NEURODIVERGENT_DISABILITY + REP_MM,3.37,14.16,66,1445,2.6753,0.7947
SECOND_CHANCE + SPORTS_HOCKEY,5.24,13.82,13,183,0.527,0.1006
COWBOY_WESTERN + SECOND_CHANCE,6.61,13.76,7,78,0.2837,0.0429
DEMONS_ANGELS + REP_QUEER_GENERAL,4.14,13.64,26,463,1.0539,0.2546
CONTEMPORARY_ROMANCE + ROM_COM,2.19,13.21,413,13885,16.741,7.6359
ENEMIES_TO_LOVERS + SEASONAL_SUMMER_BEACH,7.37,13.21,5,50,0.2027,0.0275
COWBOY_WESTERN + FRIENDS_TO_LOVERS,6.29,13.08,7,82,0.2837,0.0451
CONTEMPORARY_ROMANCE + SPORTS_HOCKEY,3.5,13.07,41,864,1.6619,0.4751
ENEMIES_TO_LOVERS + SPORTS_BASEBALL,9.21,12.77,3,24,0.1216,0.0132
CONTEMPORARY_ROMANCE + COWBOY_WESTERN,3.5,12.72,37,780,1.4998,0.429
DARK_ROMANCE + REVERSE_HAREM_POLY,3.24,12.68,49,1114,1.9862,0.6126
FRIENDS_TO_LOVERS + SEASONAL_SUMMER_BEACH,5.48,12.62,9,121,0.3648,0.0665
REP_MM + ROYALTY,4.04,12.49,21,383,0.8512,0.2106
MARRIAGE_OF_CONVENIENCE + SLOW_BURN,6.41,12.47,6,69,0.2432,0.0379
FRIENDS_TO_LOVERS + ROM_COM,2.62,12.44,114,3206,4.621,1.7631
MUSICIANS + REP_MM,3.8,12.22,24,466,0.9728,0.2563
FRIENDS_TO_LOVERS + INTERRACIAL_MULTICULTURAL,5.51,12.11,8,107,0.3243,0.0588
ACADEMIA_SCHOOL + SPORTS_HOCKEY,4.47,12.1,14,231,0.5675,0.127
HOLIDAY + REP_MM,3.3,12.01,37,826,1.4998,0.4542
ACADEMIA_SCHOOL + SPORTS_GENERAL,2.85,11.99,66,1706,2.6753,0.9382
REP_MM + ROM_COM,2.86,11.98,65,1676,2.6348,0.9217
CONTEMPORARY_ROMANCE + FAIRY_TALE_RETELLING,3.71,11.94,24,477,0.9728,0.2623
FORBIDDEN_TABOO + INTERRACIAL_MULTICULTURAL,8.5,11.79,3,26,0.1216,0.0143
MUSICIANS + REP_QUEER_GENERAL,3.56,11.72,26,539,1.0539,0.2964
ACADEMIA_SCHOOL + DARK_ROMANCE,2.97,11.72,51,1267,2.0673,0.6968
FRIENDS_TO_LOVERS + SPORTS_GENERAL,2.69,11.69,76,2082,3.0807,1.145
REP_MM + VAMPIRES,3.03,11.59,45,1096,1.8241,0.6027
ENEMIES_TO_LOVERS + NEW_ADULT,2.53,11.56,96,2800,3.8914,1.5398
ACADEMIA_SCHOOL + SLOW_BURN,4.25,11.5,14,243,0.5675,0.1336
SEASONAL_SUMMER_BEACH + SECOND_CHANCE,5.9,11.47,6,75,0.2432,0.0412
INTERRACIAL_MULTICULTURAL + SECOND_CHANCE,5.49,11.41,7,94,0.2837,0.0517
COWBOY_WESTERN + SLOW_BURN,8.19,11.35,3,27,0.1216,0.0148
REP_MM + REVERSE_HAREM_POLY,2.9,11.28,48,1221,1.9457,0.6715
NEURODIVERGENT_DISABILITY + ROM_COM,3.86,11.14,17,325,0.6891,0.1787
FORBIDDEN_TABOO + SMALL_TOWN,7.9,10.95,3,28,0.1216,0.0154
COWBOY_WESTERN + NEW_ADULT,7.9,10.95,3,28,0.1216,0.0154
MILITARY_WAR + MYSTERY_THRILLER_SUSPENSE,2.88,10.75,41,1051,1.6619,0.578
SECOND_CHANCE + SPORTS_GENERAL,2.93,10.72,38,957,1.5403,0.5263
CONTEMPORARY_ROMANCE + NEURODIVERGENT_DISABILITY,2.49,10.57,69,2044,2.7969,1.1241
ENEMIES_TO_LOVERS + FOODIE_ROMANCE,5.85,10.48,5,63,0.2027,0.0346
NEURODIVERGENT_DISABILITY + SLOW_BURN,4.31,10.34,10,171,0.4054,0.094
CONTEMPORARY_ROMANCE + FRIENDS_TO_LOVERS,1.78,10.32,333,13826,13.4982,7.6034
FAIRY_TALE_RETELLING + FRIENDS_TO_LOVERS,5.76,10.32,5,64,0.2027,0.0352
NEW_ADULT + REP_MM,2.54,10.22,55,1596,2.2294,0.8777
SLOW_BURN + SPORTS_HOCKEY,7.37,10.22,3,30,0.1216,0.0165
FRIENDS_TO_LOVERS + NEURODIVERGENT_DISABILITY,2.78,10.19,38,1007,1.5403,0.5538
DARK_TRAUMA + FORCED_PROXIMITY,6.27,10.1,4,47,0.1621,0.0258
FORBIDDEN_TABOO + HOLIDAY,7.13,9.89,3,31,0.1216,0.017
FAKE_DATING + YOUNG_ADULT,7.13,9.89,3,31,0.1216,0.017
REP_QUEER_GENERAL + ROM_COM,2.37,9.87,63,1956,2.5537,1.0757
DARK_ROMANCE + MARRIAGE_OF_CONVENIENCE,4.65,9.67,7,111,0.2837,0.061
FIREFIGHTER_FIRST_RESPONDER + REP_QUEER_GENERAL,4.01,9.61,10,184,0.4054,0.1012
FORBIDDEN_TABOO + MEDICAL,6.91,9.58,3,32,0.1216,0.0176
NEURODIVERGENT_DISABILITY + SPORTS_GENERAL,3.84,9.55,11,211,0.4459,0.116
REP_QUEER_GENERAL + VAMPIRES,2.8,9.52,29,764,1.1755,0.4202
REP_QUEER_GENERAL + SCI_FI_ROMANCE,2.49,9.5,44,1300,1.7835,0.7149
DARK_ROMANCE + FAIRY_TALE_RETELLING,4.57,9.49,7,113,0.2837,0.0621
CONTEMPORARY_ROMANCE + SPORTS_GENERAL,1.87,9.49,157,6175,6.364,3.3959
ENEMIES_TO_LOVERS + FANTASY_ROMANCE,2.36,9.4,53,1658,2.1484,0.9118
FRIENDS_TO_LOVERS + SPORTS_FOOTBALL,3.22,9.31,17,389,0.6891,0.2139
FIREFIGHTER_FIRST_RESPONDER + GAY_FOR_YOU,5.78,9.3,4,51,0.1621,0.028
REP_MM + SCI_FI_ROMANCE,2.4,9.23,46,1415,1.8646,0.7782
FRIENDS_TO_LOVERS + SECOND_CHANCE,2.06,9.21,86,3073,3.486,1.69
ACADEMIA_SCHOOL + FORCED_PROXIMITY,4.41,9.17,7,117,0.2837,0.0643
SPORTS_FOOTBALL + SPORTS_GENERAL,2.5,9.16,38,1120,1.5403,0.6159
MAFIA_CARTEL_CRIME + REP_QUEER_GENERAL,4.15,9.12,8,142,0.3243,0.0781
NEURODIVERGENT_DISABILITY + SECOND_CHANCE,3.51,9.0,12,252,0.4864,0.1386
CONTEMPORARY_ROMANCE + SPORTS_BASKETBALL,5.56,8.95,4,53,0.1621,0.0291
FIREFIGHTER_FIRST_RESPONDER + REP_MM,3.6,8.95,11,225,0.4459,0.1237
MILITARY_WAR + SECOND_CHANCE,3.35,8.84,13,286,0.527,0.1573
FORBIDDEN_TABOO + WORKPLACE,4.19,8.72,7,123,0.2837,0.0676
ANGSTY_GRIEF + FORCED_PROXIMITY,6.14,8.52,3,36,0.1216,0.0198
NEW_ADULT + REP_QUEER_GENERAL,2.08,8.49,58,2054,2.351,1.1296
SPORTS_BASEBALL + SPORTS_GENERAL,2.82,8.44,19,497,0.7702,0.2733
FRIENDS_TO_LOVERS + SMALL_TOWN,2.28,8.42,39,1260,1.5809,0.6929
NEW_ADULT + SLOW_BURN,2.41,8.21,29,886,1.1755,0.4872
ENEMIES_TO_LOVERS + MYSTERY_THRILLER_SUSPENSE,1.95,7.97,58,2187,2.351,1.2027
MAFIA_CARTEL_CRIME + MARRIAGE_OF_CONVENIENCE,4.91,7.91,4,60,0.1621,0.033
ENEMIES_TO_LOVERS + SPORTS_FOOTBALL,3.6,7.9,8,164,0.3243,0.0902
CONTEMPORARY_ROMANCE + SECOND_CHANCE,1.5,7.87,190,9351,7.7017,5.1425
CONTEMPORARY_ROMANCE + WORKPLACE,1.84,7.77,67,2682,2.7158,1.4749
ENEMIES_TO_LOVERS + PARANORMAL_ROMANCE,2.05,7.65,41,1477,1.6619,0.8123
ROM_COM + WORKPLACE,2.32,7.56,25,794,1.0134,0.4367
ROM_COM + SEASONAL_SUMMER_BEACH,2.86,7.55,13,335,0.527,0.1842
MARRIAGE_OF_CONVENIENCE + WORKPLACE,4.14,7.42,5,89,0.2027,0.0489
HOLIDAY + WORKPLACE,4.14,7.42,5,89,0.2027,0.0489
DARK_ROMANCE + MAFIA_CARTEL_CRIME,1.9,7.3,46,1789,1.8646,0.9838
ACADEMIA_SCHOOL + SPORTS_FOOTBALL,2.68,7.26,14,385,0.5675,0.2117
DARK_ROMANCE + SECOND_CHANCE,2.12,7.21,29,1009,1.1755,0.5549
CONTEMPORARY_ROMANCE + SEASONAL_SUMMER_BEACH,1.92,7.09,39,1495,1.5809,0.8222
FRIENDS_TO_LOVERS + SPORTS_BASEBALL,3.6,7.0,6,123,0.2432,0.0676
MAFIA_CARTEL_CRIME + REP_MM,3.19,7.0,8,185,0.3243,0.1017
MILITARY_WAR + SLOW_BURN,3.84,6.88,5,96,0.2027,0.0528
COWBOY_WESTERN + ROM_COM,4.27,6.88,4,69,0.1621,0.0379
ENEMIES_TO_LOVERS + FRIENDS_TO_LOVERS,1.89,6.87,37,1445,1.4998,0.7947
REP_QUEER_GENERAL + YOUNG_ADULT,1.77,6.8,46,1919,1.8646,1.0553
DARK_TRAUMA + REP_QUEER_GENERAL,1.62,6.73,63,2870,2.5537,1.5783
REP_FF + REP_QUEER_GENERAL,1.83,6.7,38,1532,1.5403,0.8425
FANTASY_ROMANCE + WITCHES_MAGIC,1.23,6.55,208,12505,8.4313,6.877
FAIRY_TALE_RETELLING + SECOND_CHANCE,4.7,6.52,3,47,0.1216,0.0258
ENEMIES_TO_LOVERS + REP_FF,3.35,6.52,6,132,0.2432,0.0726
REVERSE_HAREM_POLY + SECOND_CHANCE,2.72,6.52,10,271,0.4054,0.149
CONTEMPORARY_ROMANCE + MILITARY_WAR,1.79,6.52,37,1521,1.4998,0.8365
SMALL_TOWN + SPORTS_GENERAL,2.41,6.51,14,429,0.5675,0.2359
FRIENDS_TO_LOVERS + MILITARY_WAR,2.36,6.39,14,437,0.5675,0.2403
MARRIAGE_OF_CONVENIENCE + SMALL_TOWN,3.28,6.37,6,135,0.2432,0.0742
DARK_ROMANCE + SLOW_BURN,2.64,6.33,10,279,0.4054,0.1534
COWBOY_WESTERN + HOLIDAY,3.88,6.24,4,76,0.1621,0.0418
DARK_TRAUMA + REP_MM,1.46,6.15,67,3391,2.7158,1.8648
ENEMIES_TO_LOVERS + HIGH_STEAM,1.37,6.1,85,4575,3.4455,2.516
ROM_COM + SECOND_CHANCE,1.75,6.01,30,1264,1.2161,0.6951
MEDICAL + WORKPLACE,4.34,6.01,3,51,0.1216,0.028
ENEMIES_TO_LOVERS + WITCHES_MAGIC,1.94,6.01,21,796,0.8512,0.4377
ENEMIES_TO_LOVERS + MARRIAGE_OF_CONVENIENCE,2.11,5.98,16,559,0.6486,0.3074
FAIRY_TALE_RETELLING + MUSICIANS,4.25,5.9,3,52,0.1216,0.0286
SECOND_CHANCE + WORKPLACE,2.56,5.9,9,259,0.3648,0.1424
FANTASY_ROMANCE + PARANORMAL_ROMANCE,0.99,5.83,365,27247,14.7953,14.9841
GAY_FOR_YOU + REP_QUEER_GENERAL,1.67,5.83,32,1415,1.2971,0.7782
MILITARY_WAR + NEURODIVERGENT_DISABILITY,2.64,5.81,8,223,0.3243,0.1226
REP_MM + YOUNG_ADULT,1.69,5.81,30,1308,1.2161,0.7193
FRIENDS_TO_LOVERS + WORKPLACE,2.09,5.79,15,529,0.608,0.2909
NEW_ADULT + REVERSE_HAREM_POLY,1.78,5.66,23,952,0.9323,0.5235
GAY_FOR_YOU + REP_MM,1.6,5.62,33,1525,1.3377,0.8387
CONTEMPORARY_ROMANCE + SMALL_TOWN,1.2,5.6,107,6599,4.3373,3.629
REP_QUEER_GENERAL + REVERSE_HAREM_POLY,1.66,5.58,28,1245,1.135,0.6847
HORROR + REP_MM,2.25,5.58,11,361,0.4459,0.1985
PARANORMAL_ROMANCE + WITCHES_MAGIC,1.06,5.56,184,12744,7.4585,7.0084
BODYGUARD + NEW_ADULT,2.85,5.55,6,155,0.2432,0.0852
ENEMIES_TO_LOVERS + MEDICAL,3.43,5.52,4,86,0.1621,0.0473
ROM_COM + SPORTS_BASEBALL,3.39,5.45,4,87,0.1621,0.0478
MILITARY_WAR + SMALL_TOWN,2.78,5.41,6,159,0.2432,0.0874
FRIENDS_TO_LOVERS + HOLIDAY,1.88,5.33,16,627,0.6486,0.3448
DRAGONS + FANTASY_ROMANCE,1.45,5.32,38,1929,1.5403,1.0608
ENEMIES_TO_LOVERS + YOUNG_ADULT,1.6,5.28,26,1196,1.0539,0.6577
CONTEMPORARY_ROMANCE + SPORTS_BASEBALL,2.0,5.27,13,480,0.527,0.264
ENEMIES_TO_LOVERS + MILITARY_WAR,2.28,5.25,9,291,0.3648,0.16
FAIRY_TALE_RETELLING + FANTASY_ROMANCE,1.84,5.22,16,640,0.6486,0.352
ENEMIES_TO_LOVERS + NEURODIVERGENT_DISABILITY,2.26,5.21,9,293,0.3648,0.1611
FAIRY_TALE_RETELLING + ROM_COM,2.37,5.2,8,249,0.3243,0.1369
FORBIDDEN_TABOO + SECOND_CHANCE,2.24,5.16,9,296,0.3648,0.1628
ROM_COM + SMALL_TOWN,1.44,5.09,33,1684,1.3377,0.9261
ANGSTY_GRIEF + SLOW_BURN,2.04,5.07,11,397,0.4459,0.2183
CONTEMPORARY_ROMANCE + HOLIDAY,1.16,5.06,77,4887,3.1212,2.6875
SECOND_CHANCE + SPORTS_FOOTBALL,2.6,5.06,6,170,0.2432,0.0935
DRAGONS + SHIFTER_WEREWOLF,1.46,5.01,30,1515,1.2161,0.8332
ACADEMIA_SCHOOL + FRIENDS_TO_LOVERS,1.25,4.93,50,2940,2.0268,1.6168
MONSTER_ALIEN + REP_QUEER_GENERAL,2.53,4.92,6,175,0.2432,0.0962
HORROR + REP_QUEER_GENERAL,2.05,4.91,10,360,0.4054,0.198
ENEMIES_TO_LOVERS + FAE_ELVES,2.35,4.88,7,220,0.2837,0.121
HIGH_STEAM + REP_MM,1.0,4.85,128,9456,5.1885,5.2002
ACADEMIA_SCHOOL + NEW_ADULT,1.04,4.85,106,7534,4.2967,4.1432
CONTEMPORARY_ROMANCE + SPORTS_FOOTBALL,1.54,4.83,22,1053,0.8918,0.5791
DARK_ROMANCE + HIGH_STEAM,0.99,4.83,128,9493,5.1885,5.2206
FRIENDS_TO_LOVERS + MARRIAGE_OF_CONVENIENCE,1.85,4.74,12,479,0.4864,0.2634
HIGH_STEAM + REP_QUEER_GENERAL,1.0,4.74,111,8143,4.4994,4.4781
DARK_ROMANCE + MYSTERY_THRILLER_SUSPENSE,1.02,4.74,104,7522,4.2156,4.1366
REP_QUEER_GENERAL + TEACHER_ROMANCE,2.43,4.73,6,182,0.2432,0.1001
CONTEMPORARY_ROMANCE + MARRIAGE_OF_CONVENIENCE,1.34,4.73,33,1813,1.3377,0.997
FANTASY_ROMANCE + SHIFTER_WEREWOLF,0.95,4.73,142,10983,5.756,6.04
BILLIONAIRE + ENEMIES_TO_LOVERS,1.69,4.68,15,655,0.608,0.3602
ROM_COM + SPORTS_GENERAL,1.45,4.68,24,1217,0.9728,0.6693
ENEMIES_TO_LOVERS + FORBIDDEN_TABOO,2.13,4.68,8,277,0.3243,0.1523
ROAD_TRIP + SEASONAL_SUMMER_BEACH,2.39,4.65,6,185,0.2432,0.1017
NEW_ADULT + SPORTS_GENERAL,1.12,4.6,60,3950,2.4321,2.1723
NEURODIVERGENT_DISABILITY + YOUNG_ADULT,1.73,4.56,13,554,0.527,0.3047
FIREFIGHTER_FIRST_RESPONDER + SMALL_TOWN,2.81,4.52,4,105,0.1621,0.0577
DRAGONS + PARANORMAL_ROMANCE,1.26,4.48,34,1990,1.3782,1.0944
CELEBRITY + REP_MM,1.9,4.38,9,349,0.3648,0.1919
FIREFIGHTER_FIRST_RESPONDER + FRIENDS_TO_LOVERS,2.23,4.35,6,198,0.2432,0.1089
HIGH_STEAM + SPORTS_HOCKEY,1.69,4.35,12,522,0.4864,0.2871
HOLIDAY + ROM_COM,1.45,4.35,19,964,0.7702,0.5301
CONTEMPORARY_ROMANCE + DARK_ROMANCE,0.91,4.29,109,8808,4.4183,4.8438
ENEMIES_TO_LOVERS + ROYALTY,1.84,4.23,9,361,0.3648,0.1985
FANTASY_ROMANCE + SLOW_BURN,1.9,4.17,8,311,0.3243,0.171
CONTEMPORARY_ROMANCE + FEMINIST_STRONG_LEAD,2.99,4.14,3,74,0.1216,0.0407
FRIENDS_TO_LOVERS + REP_FF,2.54,4.09,4,116,0.1621,0.0638
FORBIDDEN_TABOO + FRIENDS_TO_LOVERS,1.59,4.08,12,556,0.4864,0.3058
NEW_ADULT + SPORTS_FOOTBALL,1.5,4.06,14,689,0.5675,0.3789
FORBIDDEN_TABOO + SPORTS_GENERAL,2.26,4.05,5,163,0.2027,0.0896
PARANORMAL_ROMANCE + SHIFTER_WEREWOLF,0.81,4.04,143,12961,5.7965,7.1277
FOUND_FAMILY + REP_MM,1.04,4.03,47,3327,1.9051,1.8296
ACTION_ADVENTURE + REP_MM,1.15,4.02,32,2053,1.2971,1.129
COWBOY_WESTERN + MYSTERY_THRILLER_SUSPENSE,1.72,3.97,9,385,0.3648,0.2117
REP_MM + TEACHER_ROMANCE,2.04,3.97,6,217,0.2432,0.1193
ANGSTY_GRIEF + REP_MM,1.42,3.94,15,779,0.608,0.4284
CONTEMPORARY_ROMANCE + FORBIDDEN_TABOO,1.07,3.9,37,2546,1.4998,1.4001
SHIFTER_WEREWOLF + WITCHES_MAGIC,0.91,3.89,72,5860,2.9185,3.2226
DARK_ROMANCE + SPORTS_GENERAL,1.6,3.84,10,460,0.4054,0.253
ENEMIES_TO_LOVERS + SHIFTER_WEREWOLF,1.4,3.8,14,736,0.5675,0.4048
FOUND_FAMILY + REP_QUEER_GENERAL,0.98,3.78,46,3457,1.8646,1.9011
DRAGONS + WITCHES_MAGIC,1.19,3.77,23,1428,0.9323,0.7853
REVERSE_HAREM_POLY + SPORTS_GENERAL,2.09,3.75,5,176,0.2027,0.0968
NEURODIVERGENT_DISABILITY + WITCHES_MAGIC,2.66,3.69,3,83,0.1216,0.0456
DARK_ROMANCE + NEURODIVERGENT_DISABILITY,1.64,3.61,8,359,0.3243,0.1974
CONTEMPORARY_ROMANCE + REP_CULTURAL_IDENTITY,1.57,3.61,9,423,0.3648,0.2326
HOLIDAY + SECOND_CHANCE,1.5,3.59,10,493,0.4054,0.2711
CELEBRITY + REP_QUEER_GENERAL,1.49,3.58,10,494,0.4054,0.2717
ACTION_ADVENTURE + REP_QUEER_GENERAL,1.05,3.58,29,2031,1.1755,1.1169
ANGSTY_GRIEF + REP_QUEER_GENERAL,1.29,3.58,15,856,0.608,0.4707
BILLIONAIRE + SMALL_TOWN,2.22,3.57,4,133,0.1621,0.0731
PARANORMAL_ROMANCE + SLOW_BURN,1.84,3.57,6,241,0.2432,0.1325
FRIENDS_TO_LOVERS + GAY_FOR_YOU,1.21,3.56,18,1097,0.7296,0.6033
FANTASY_ROMANCE + ROYALTY,1.09,3.55,25,1691,1.0134,0.9299
MILITARY_WAR + ROM_COM,1.97,3.53,5,187,0.2027,0.1028
HOLIDAY + MILITARY_WAR,2.54,3.52,3,87,0.1216,0.0478
SECOND_CHANCE + SMALL_TOWN,1.17,3.51,19,1196,0.7702,0.6577
DARK_TRAUMA + SLOW_BURN,1.51,3.48,9,439,0.3648,0.2414
GAY_FOR_YOU + SLOW_BURN,1.94,3.48,5,190,0.2027,0.1045
MAFIA_CARTEL_CRIME + SECOND_CHANCE,1.78,3.47,6,248,0.2432,0.1364
MUSICIANS + SLOW_BURN,2.15,3.46,4,137,0.1621,0.0753
HIGH_STEAM + SLOW_BURN,1.24,3.45,15,889,0.608,0.4889
FANTASY_ROMANCE + NEURODIVERGENT_DISABILITY,1.56,3.43,8,378,0.3243,0.2079
FRIENDS_TO_LOVERS + MEDICAL,1.65,3.43,7,313,0.2837,0.1721
HIGH_STEAM + INTERRACIAL_MULTICULTURAL,1.35,3.36,11,599,0.4459,0.3294
DARK_ROMANCE + FRIENDS_TO_LOVERS,1.06,3.33,22,1529,0.8918,0.8409
FEMINIST_STRONG_LEAD + HISTORICAL_ROMANCE,2.4,3.33,3,92,0.1216,0.0506
MARRIAGE_OF_CONVENIENCE + ROM_COM,1.31,3.27,11,617,0.4459,0.3393
