book_title,author,goodreads_url,reviews_count,avg_rating,shelves,date_scraped,status
"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,https://www.goodreads.com/book/show/42201431-the-unhoneymooners,102211.0,3.89,"{""romance"": null, ""contemporary"": null, ""enemies to lovers"": null, ""fiction"": null, ""audiobook"": null, ""contemporary romance"": null, ""fake dating"": null, ""adult"": null, ""chick lit"": null, ""rom com"": null}",2026-03-21,success
Make Me Yours,Tia Louise,https://www.goodreads.com/book/show/43171947-make-me-yours,,,"{""romance"": null, ""contemporary romance"": null, ""contemporary"": null, ""forced proximity"": null, ""audiobook"": null, ""small town romance"": null, ""new adult"": null, ""billionaire romance"": null, ""forbidden romance"": null, ""slow burn"": null}",2026-03-21,success
Christmas Shopaholic,Sophie Kinsella,https://www.goodreads.com/book/show/43811209-christmas-shopaholic,4781.0,3.87,"{""christmas"": null, ""chick lit"": null, ""fiction"": null, ""holiday"": null, ""romance"": null, ""contemporary"": null, ""audiobook"": null, ""humor"": null, ""book club"": null, ""adult"": null}",2026-03-21,success
"Again, But Better",Christine Riccio,https://www.goodreads.com/book/show/41147279-again-but-better,7114.0,3.62,"{""romance"": null, ""contemporary"": null, ""young adult"": null, ""fiction"": null, ""new adult"": null, ""audiobook"": null, ""fantasy"": null, ""time travel"": null, ""young adult contemporary"": null, ""magical realism"": null}",2026-03-21,success
You'd Be Mine,Erin Hahn,https://www.goodreads.com/book/show/36146624-you-d-be-mine,1438.0,3.76,"{""romance"": null, ""young adult"": null, ""contemporary"": null, ""fiction"": null, ""music"": null, ""young adult contemporary"": null, ""young adult romance"": null, ""audiobook"": null, ""new adult"": null, ""realistic fiction"": null}",2026-03-21,success
Jules,Ellie  Penn,https://www.goodreads.com/book/show/43894656-jules,80.0,3.94,"{""contemporary romance"": null, ""romance"": null, ""new adult"": null, ""chick lit"": null, ""adult"": null, ""contemporary"": null, ""humor"": null, ""steamy"": null, ""erotica"": null, ""fiction"": null}",2026-03-21,success
"To the Stars and Back (First Comes Love, #4)",Camilla Isley,https://www.goodreads.com/book/show/44794070-to-the-stars-and-back,,,"{""romance"": null, ""chick lit"": null, ""romantic comedy"": null, ""contemporary"": null, ""contemporary romance"": null, ""humor"": null, ""fiction"": null, ""audiobook"": null, ""rom com"": null, ""stem"": null}",2026-03-21,success
"Passion on Park Avenue (Central Park Pact, #1)",Lauren Layne,https://www.goodreads.com/book/show/42202094-passion-on-park-avenue,1524.0,3.73,"{""romance"": null, ""contemporary romance"": null, ""contemporary"": null, ""chick lit"": null, ""enemies to lovers"": null, ""fiction"": null, ""adult"": null, ""audiobook"": null, ""rom com"": null, ""adult fiction"": null}",2026-03-21,success
"The Bride Test (The Kiss Quotient, #2)",Helen  Hoang,https://www.goodreads.com/book/show/39338454-the-bride-test,21887.0,3.81,"{""romance"": null, ""contemporary"": null, ""fiction"": null, ""contemporary romance"": null, ""audiobook"": null, ""adult"": null, ""chick lit"": null, ""adult fiction"": null, ""rom com"": null, ""new adult"": null}",2026-03-21,success
Eyes on Me,Rachel  Harris,https://www.goodreads.com/book/show/39863541-eyes-on-me,224.0,3.81,"{""romance"": null, ""young adult"": null, ""contemporary"": null, ""high school"": null, ""contemporary romance"": null, ""young adult romance"": null, ""sports"": null, ""fiction"": null, ""sports romance"": null, ""young adult contemporary"": null}",2026-03-21,success
"Red, White & Royal Blue",Casey McQuiston,https://www.goodreads.com/book/show/41150487-red-white-royal-blue,128249.0,4.05,"{""romance"": null, ""lgbt"": null, ""contemporary"": null, ""fiction"": null, ""queer"": null, ""young adult"": null, ""audiobook"": null, ""enemies to lovers"": null, ""new adult"": null, ""gay"": null}",2026-03-21,success
99 Percent Mine,Sally  Thorne,https://www.goodreads.com/book/show/36300625-99-percent-mine,10180.0,3.34,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""fiction"": null, ""chick lit"": null, ""audiobook"": null, ""adult"": null, ""friends to lovers"": null, ""rom com"": null, ""new adult"": null}",2026-03-21,success
"Getting Hot with the Scot (Sometimes in Love, #1)",Melonie Johnson,https://www.goodreads.com/book/show/41150549-getting-hot-with-the-scot,639.0,3.87,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""adult"": null, ""fiction"": null, ""audiobook"": null, ""adult fiction"": null, ""scotland"": null, ""chick lit"": null, ""rom com"": null}",2026-03-21,success
I Owe You One,Sophie Kinsella,https://www.goodreads.com/book/show/40702156-i-owe-you-one,8478.0,3.53,"{""romance"": null, ""chick lit"": null, ""fiction"": null, ""audiobook"": null, ""contemporary"": null, ""adult"": null, ""contemporary romance"": null, ""adult fiction"": null, ""rom com"": null, ""humor"": null}",2026-03-21,success
Don't You Forget About Me,Mhairi McFarlane,https://www.goodreads.com/book/show/34109621-don-t-you-forget-about-me,5662.0,3.82,"{""romance"": null, ""contemporary"": null, ""fiction"": null, ""chick lit"": null, ""audiobook"": null, ""contemporary romance"": null, ""adult"": null, ""rom com"": null, ""second chance"": null, ""adult fiction"": null}",2026-03-21,success
"No Judgments (Little Bridge Island, #1)",Meg Cabot,https://www.goodreads.com/book/show/41088583-no-judgments,2489.0,3.36,"{""romance"": null, ""contemporary"": null, ""chick lit"": null, ""fiction"": null, ""audiobook"": null, ""adult"": null, ""contemporary romance"": null, ""adult fiction"": null, ""rom com"": null, ""ebooks"": null}",2026-03-21,success
"Love on Lexington Avenue (Central Park Pact, #2)",Lauren Layne,https://www.goodreads.com/book/show/43821572-love-on-lexington-avenue,1002.0,3.91,"{""romance"": null, ""contemporary romance"": null, ""contemporary"": null, ""chick lit"": null, ""adult"": null, ""fiction"": null, ""audiobook"": null, ""enemies to lovers"": null, ""rom com"": null, ""friends to lovers"": null}",2026-03-21,success
"Beard Necessities (Winston Brothers, #7)",Penny Reid,https://www.goodreads.com/book/show/30315692-beard-necessities,1842.0,4.25,"{""romance"": null, ""contemporary romance"": null, ""contemporary"": null, ""second chance"": null, ""audiobook"": null, ""fiction"": null, ""adult"": null, ""second chance romance"": null, ""chick lit"": null, ""rom com"": null}",2026-03-21,success
"Unforsaken (The Fallen Guardians, #1)",Cassie Laelyn,https://www.goodreads.com/book/show/42938905-unforsaken,102.0,4.28,"{""paranormal"": null, ""romance"": null, ""fantasy"": null, ""paranormal romance"": null, ""angels"": null, ""steamy"": null, ""angels and demons"": null}",2026-03-21,success
