book_title,author,goodreads_url,reviews_count,avg_rating,shelves
"All the Cuts and Scars We Hide (From the Ashes, #1)",Garry Michael,https://www.goodreads.com/book/show/57178880-all-the-cuts-and-scars-we-hide,,,
"Cry Wolf (Big Bad Wolf, #5)",Charlie Adhara,https://www.goodreads.com/book/show/53993608-cry-wolf,,,
Roommate (Vino & Veritas),Sarina Bowen,https://www.goodreads.com/book/show/56152409-roommate,,,
"The Murder Between Us (A Noah & Cole Thriller, #1)",Tal Bauer,https://www.goodreads.com/book/show/56786433-the-murder-between-us,,,
"Goal Lines & First Times (CU Hockey, #3)",Eden Finley,https://www.goodreads.com/book/show/56225260-goal-lines-first-times,,,
"Break Point (Break Point, #1)",Garry Michael,https://www.goodreads.com/book/show/57178881-break-point,,,
Beautifully Unexpected,Lily Morton,https://www.goodreads.com/book/show/58324873-beautifully-unexpected,,,
Dearest Milton James,N.R. Walker,https://www.goodreads.com/book/show/58851852-dearest-milton-james,,,
"The Jock (The Team, #1)",Tal Bauer,https://www.goodreads.com/book/show/57640563-the-jock,,,
"Line Mates & Study Dates (CU Hockey, #4)",Eden Finley,https://www.goodreads.com/book/show/57537914-line-mates-study-dates,,,
"Role Model (Game Changers, #5)",Rachel  Reid,https://www.goodreads.com/book/show/54561591-role-model,,,
"Right as Raine (Aster Valley, #1)",Lucy Lennox,https://www.goodreads.com/book/show/56326586-right-as-raine,,,
"Mystery at the Masquerade (Secrets and Scrabble, #3)",Josh Lanyon,https://www.goodreads.com/book/show/53291914-mystery-at-the-masquerade,,,
"Jon's Boom Shaka Laka Problem (Jon’s Mysteries, #4)",A.J. Sherwood,https://www.goodreads.com/book/show/56125011-jon-s-boom-shaka-laka-problem,,,
"An Echo in the Sorrow (Soulbound, #6)",Hailey Turner,https://www.goodreads.com/book/show/56394746-an-echo-in-the-sorrow,,,
"Bad Intentions (Intentions Duet, #1)",Ella Frank,https://www.goodreads.com/book/show/57634418-bad-intentions,,,
"Unhinged (Necessary Evils, #1)",Onley James,https://www.goodreads.com/book/show/58415294-unhinged,,,
"Just a Bit Bossy (Straight Guys, #12)",Alessandra Hazard,https://www.goodreads.com/book/show/56238428-just-a-bit-bossy,,,
Winter's Orbit,Everina Maxwell,https://www.goodreads.com/book/show/53320169-winter-s-orbit,,,
Other Half (PsyCop #12),Jordan Castillo Price,https://www.goodreads.com/book/show/56415811-other-half,,,
Chrysalis (The Formicary #1),S.E. Harmon,https://www.goodreads.com/book/show/58769717-chrysalis,,,
"Soul Eater (Monstrous, #1)",Lily Mayne,https://www.goodreads.com/book/show/58114709-soul-eater,,,
"Breakaway (Reigns Brothers, #1)",Kindle Alexander,https://www.goodreads.com/book/show/56681548-breakaway,,,
"Dark Flame (Flame Born, #1)",Kat Silver,https://www.goodreads.com/book/show/55207946-dark-flame,,,
Must Love Demons (Magic Emporium; Much Ado About Demons #1),Meghan Maslow,https://www.goodreads.com/book/show/56609968-must-love-demons,,,
"Wonderstruck (Magic in Manhattan, #3)",Allie Therin,https://www.goodreads.com/book/show/55475835-wonderstruck,,,
"The Quarterback (The Team, #2)",Tal Bauer,https://www.goodreads.com/book/show/58690745-the-quarterback,,,
Winter Waites (Aster Valley #0.5),Lucy Lennox,https://www.goodreads.com/book/show/56403174-winter-waites,,,
The Boy Who Loved Wicked,C.P.  Harris,https://www.goodreads.com/book/show/56858318-the-boy-who-loved-wicked,,,
"Puck Drills & Quick Thrills (CU Hockey, #5)",Eden Finley,https://www.goodreads.com/book/show/58405132-puck-drills-quick-thrills,,,
"Familiar Beginnings (Demon Magic, #2)",Alice  Winters,https://www.goodreads.com/book/show/48662089-familiar-beginnings,,,
"Muscle and Bone (Breaking Tradition, #1)",Mary Calmes,https://www.goodreads.com/book/show/57511879-muscle-and-bone,,,
"Scoring With Him (Men of Summer, #1)",Lauren Blakely,https://www.goodreads.com/book/show/57825462-scoring-with-him,,,
"Heartscape (Vino & Veritas, #2)",Garrett Leigh,https://www.goodreads.com/book/show/56403162-heartscape,,,
Feuds and Reckless Fury,K. Webster,https://www.goodreads.com/book/show/57974870-feuds-and-reckless-fury,,,
"Of Secrets and Wolves (Winsford Shifters, #1)",Alice  Winters,https://www.goodreads.com/book/show/56678706-of-secrets-and-wolves,,,
Wish (Scales 'n' Spells #2.5),A.J. Sherwood,https://www.goodreads.com/book/show/56634892-wish,,,
"The Charm Offensive (The Charm Offensive, #1)",Alison Cochrun,https://www.goodreads.com/book/show/56898248-the-charm-offensive,,,
"Dare You (Dare to Try, #1)",Ella Frank,https://www.goodreads.com/book/show/58502262-dare-you,,,
The Cuckoo's Call,Lily Morton,https://www.goodreads.com/book/show/59580610-the-cuckoo-s-call,,,
"Dragon Ever After (Here Be Dragons, #1)",Louisa Masters,https://www.goodreads.com/book/show/58167570-dragon-ever-after,,,
"Fandom (Famous, #3)",Eden Finley,https://www.goodreads.com/book/show/57004820-fandom,,,
The Quiet House (Black and Blue #2),Lily Morton,https://www.goodreads.com/book/show/57437366-the-quiet-house,,,
