book_title,author,goodreads_url,reviews_count,avg_rating,shelves
"The ​Crown of Gilded Bones (Blood and Ash, #3)",Jennifer L. Armentrout,https://www.goodreads.com/book/show/55240343-the-crown-of-gilded-bones,,,
"Legacy (Blackwater Pack, #3)",Hannah  McBride,https://www.goodreads.com/book/show/55141553-legacy,,,
"Kiss of War (City of Stars, #1)",Clara Elroy,https://www.goodreads.com/book/show/55566580-kiss-of-war,,,
All Rhodes Lead Here,Mariana Zapata,https://www.goodreads.com/book/show/57605091-all-rhodes-lead-here,,,
"The Wicked Aftermath (The Wickeds: Dark Knights at Bayside, #2)",Melissa Foster,https://www.goodreads.com/book/show/53970833-the-wicked-aftermath,,,
"Reborn (Shadow Beast Shifter, #3)",Jaymin Eve,https://www.goodreads.com/book/show/56552407-reborn,,,
"Grace and Glory (The Harbinger, #3)",Jennifer L. Armentrout,https://www.goodreads.com/book/show/54823478-grace-and-glory,,,
"Hard to Score (Play Hard, #3)",K. Bromberg,https://www.goodreads.com/book/show/56870007-hard-to-score,,,
"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,https://www.goodreads.com/book/show/54189398-the-spanish-love-deception,,,
"Prey (Blackwater Pack, #2)",Hannah  McBride,https://www.goodreads.com/book/show/55141157-prey,,,
"Repeat Offender (Souls Chapel Revenants MC, #1)",Lani Lynn Vale,https://www.goodreads.com/book/show/54381713-repeat-offender,,,
"Conjugal Visits (Souls Chapel Revenants MC, #2)",Lani Lynn Vale,https://www.goodreads.com/book/show/54807945-conjugal-visits,,,
"Jailbait (Souls Chapel Revenants MC, #3)",Lani Lynn Vale,https://www.goodreads.com/book/show/54807941-jailbait,,,
"Doin' a Dime (Souls Chapel Revenants MC, #4)",Lani Lynn Vale,https://www.goodreads.com/book/show/54893026-doin-a-dime,,,
"Gods & Monsters (Serpent & Dove, #3)",Shelby Mahurin,https://www.goodreads.com/book/show/52535769-gods-monsters,,,
"Lover Unveiled (Black Dagger Brotherhood, #19)",J.R. Ward,https://www.goodreads.com/book/show/52681795-lover-unveiled,,,
"The Insiders (The Insiders Trilogy, #1)",Tijan,https://www.goodreads.com/book/show/54860180-the-insiders,,,
"Fallen Jester (Clifton Forge, #5)",Devney Perry,https://www.goodreads.com/book/show/46184158-fallen-jester,,,
"One More Time (Ruby Falls, #2)",Aurora Rose Reynolds,https://www.goodreads.com/book/show/56961134-one-more-time,,,
"Tin Queen (Clifton Forge, #6)",Devney Perry,https://www.goodreads.com/book/show/46184159-tin-queen,,,
"Empire High Matchmaker (Empire High, #4)",Ivy Smoak,https://www.goodreads.com/book/show/55817194-empire-high-matchmaker,,,
