book_title,author,goodreads_url,reviews_count,avg_rating,shelves
"A History of Trouble (The Beacon Hill Sorcerer, #3.5)",S.J. Himes,https://www.goodreads.com/book/show/43126370-a-history-of-trouble,,,
Endless Stretch of Blue,Riley Hart,https://www.goodreads.com/book/show/50013162-endless-stretch-of-blue,,,
"When Red Cried Wolf (Happily Ever Asher, #1)",Nash Summers,https://www.goodreads.com/book/show/38463887-when-red-cried-wolf,,,
Copper Creek (Sawyer's Ferry #3),Cate Ashwood,https://www.goodreads.com/book/show/44600188-copper-creek,,,
"Why We Fight (At First Sight, #4)",T.J. Klune,https://www.goodreads.com/book/show/43865374-why-we-fight,,,
"The Bond-Cut Omega (Nerds Who Knot, #3)",Amy Bellows,https://www.goodreads.com/book/show/45695718-the-bond-cut-omega,,,
"Made for You (Love and Family, #2)",Anyta Sunday,https://www.goodreads.com/book/show/45177210-made-for-you,,,
If I Ever (Hell or High Water #4),S.E. Jakes,https://www.goodreads.com/book/show/43603042-if-i-ever,,,
Hexhunter (Hexworld #4),Jordan L. Hawk,https://www.goodreads.com/book/show/43532383-hexhunter,,,
"Tigers on the Way (Tigers and Devils, #4)",Sean Kennedy,https://www.goodreads.com/book/show/42418017-tigers-on-the-way,,,
"Triangulation (Borealis Investigations, #2)",Gregory Ashe,https://www.goodreads.com/book/show/46002738-triangulation,,,
"A Chip and a Chair (Seven of Spades, #5)",Cordelia Kingsbridge,https://www.goodreads.com/book/show/39334178-a-chip-and-a-chair,,,
"Out in the Offense (Out in College, #3)",Lane Hayes,https://www.goodreads.com/book/show/43179476-out-in-the-offense,,,
Not Dead Yet (Not Dead Yet #1),Jenn Burke,https://www.goodreads.com/book/show/41435160-not-dead-yet,,,
3 Dates,Lily Morton,https://www.goodreads.com/book/show/43892470-3-dates,,,
"Pros & Cons of Deception (Pros & Cons, #2)",A.E. Wasp,https://www.goodreads.com/book/show/43697802-pros-cons-of-deception,,,
Fracture (Unbreakable Bonds #6),Jocelynn Drake,https://www.goodreads.com/book/show/44107359-fracture,,,
"Mastering the Flames (The Beacon Hill Sorcerer, #4)",S.J. Himes,https://www.goodreads.com/book/show/42974635-mastering-the-flames,,,
"Riven (Riven, #1)",Roan Parrish,https://www.goodreads.com/book/show/42898129-riven,,,
"Stick and Poke (Irons and Works, #5)",E.M. Lindsey,https://www.goodreads.com/book/show/52330247-stick-and-poke,,,
"The Other Book (Those Other Books, #1)",Roe Horvat,https://www.goodreads.com/book/show/43380012-the-other-book,,,
"Orientation (Borealis Investigations, #1)",Gregory Ashe,https://www.goodreads.com/book/show/44777122-orientation,,,
The Last Text,Alice  Winters,https://www.goodreads.com/book/show/45362140-the-last-text,,,
Forever Moore,Riley Hart,https://www.goodreads.com/book/show/44416064-forever-moore,,,
Adam Only (Those Other Books #2),Roe Horvat,https://www.goodreads.com/book/show/45297701-adam-only,,,
How Not to Blend (Lovestrong #1),Susan Hawke,https://www.goodreads.com/book/show/43291261-how-not-to-blend,,,
"LOL: Laugh Out Loud (After Oscar, #2)",Lucy Lennox,https://www.goodreads.com/book/show/43982798-lol,,,
Hooked (Siren Cove #4),Claire Cullen,https://www.goodreads.com/book/show/46011771-hooked,,,
"The Hitman's Guide to Making Friends and Finding Love (The Hitman's Guide, #1)",Alice  Winters,https://www.goodreads.com/book/show/51805184-the-hitman-s-guide-to-making-friends-and-finding-love,,,
"Stay (Working Out the Kinks, #1)",K.M. Neuhold,https://www.goodreads.com/book/show/43319245-stay,,,
Hidden (Siren Cove #2),Claire Cullen,https://www.goodreads.com/book/show/44439615-hidden,,,
"Bailey (Confessions, #6)",Ella Frank,https://www.goodreads.com/book/show/52707320-bailey,,,
Anhaga,Lisa Henry,https://www.goodreads.com/book/show/45299217-anhaga,,,
In the Arms of the Beast (Kings of Hell MC #5),K.A. Merikan,https://www.goodreads.com/book/show/44128572-in-the-arms-of-the-beast,,,
"Jailmates (Maxim Colonies, #1)",Lesli Richardson,https://www.goodreads.com/book/show/43853535-jailmates,,,
That Man Has Ice in His Veins,T.J. Land,https://www.goodreads.com/book/show/43612153-that-man-has-ice-in-his-veins,,,
Jacked Cat Jive (Kai Gracen #3),Rhys Ford,https://www.goodreads.com/book/show/41104639-jacked-cat-jive,,,
"Liminality (Kingdom of Night, #2)",Joel Abernathy,https://www.goodreads.com/book/show/45214562-liminality,,,
"Omega from the Ocean (Heron Manor, #1)",Amy Bellows,https://www.goodreads.com/book/show/52848238-omega-from-the-ocean,,,
Guarded (Guardian Angels Security #1),Sean Ashcroft,https://www.goodreads.com/book/show/44146673-guarded,,,
"Jon's Downright Ridiculous Shooting Case (Jon's Mysteries, #1)",A.J. Sherwood,https://www.goodreads.com/book/show/44577241-jon-s-downright-ridiculous-shooting-case,,,
"NoX (Wolves Incarnate, #1)",Adrienne Wilder,https://www.goodreads.com/book/show/44450663-nox,,,
"Better Place (Rainbow Place, #3)",Jay Northcote,https://www.goodreads.com/book/show/43717814-better-place,,,
Give Up the Ghost (Not Dead Yet #2),Jenn Burke,https://www.goodreads.com/book/show/43263020-give-up-the-ghost,,,
Don't... (Don't... #1),Jack L. Pyke,https://www.goodreads.com/book/show/43832948-don-t,,,
"Jack Addison vs. Merman Seduction  (Jack Addison vs. A Whole World of Hot Trouble, #5)",K.A. Merikan,https://www.goodreads.com/book/show/43713216-jack-addison-vs-merman-seduction,,,
Gage (Trenton Security #3),J.M. Dabney,https://www.goodreads.com/book/show/43735401-gage,,,
"All Souls Near & Nigh (Soulbound, #2)",Hailey Turner,https://www.goodreads.com/book/show/44415720-all-souls-near-nigh,,,
"A Crown of Iron & Silver (Soulbound, #3)",Hailey Turner,https://www.goodreads.com/book/show/52664521-a-crown-of-iron-silver,,,
"Skin and Bone (Digging Up Bones, #2)",T.A. Moore,https://www.goodreads.com/book/show/43387326-skin-and-bone,,,
"A King in Wonderland (Happily Ever Asher, #3)",Nash Summers,https://www.goodreads.com/book/show/49379600-a-king-in-wonderland,,,
Play Hard (Glasgow Lads #4.5),Avery Cockburn,https://www.goodreads.com/book/show/45213229-play-hard,,,
"Noble Hops (Trouble Brewing, #3)",Layla Reyne,https://www.goodreads.com/book/show/41081538-noble-hops,,,
"Top Shelf (Seacroft, #1)",Allison Temple,https://www.goodreads.com/book/show/45174026-top-shelf,,,
Captivating (Elite Protection Services #2),Onley James,https://www.goodreads.com/book/show/48917299-captivating,,,
Outside Looking In (Browerton University #6),A.J. Truman,https://www.goodreads.com/book/show/44416877-outside-looking-in,,,
The Hate You Drink,N.R. Walker,https://www.goodreads.com/book/show/45549981-the-hate-you-drink,,,
"Intoxicating (Elite Protection Services, #1)",Onley James,https://www.goodreads.com/book/show/52360796-intoxicating,,,
"Bio-Mechanical (Irons and Works, #4)",E.M. Lindsey,https://www.goodreads.com/book/show/48702898-bio-mechanical,,,
Keeping Them Unseen (Reclaiming Hope #3),Michele Notaro,https://www.goodreads.com/book/show/43969580-keeping-them-unseen,,,
"Shift (Flesh and Bone, #3)",Joel Abernathy,https://www.goodreads.com/book/show/44603749-shift,,,
Wrong Way Home,K.A. Merikan,https://www.goodreads.com/book/show/42622237-wrong-way-home,,,
Lightbearer,L.C.  Davis,https://www.goodreads.com/book/show/44790070-lightbearer,,,
"Unspoken Vow (Steele Brothers, #2)",Eden Finley,https://www.goodreads.com/book/show/50811853-unspoken-vow,,,
Starting from Zero (Starting From #1),Lane Hayes,https://www.goodreads.com/book/show/44179170-starting-from-zero,,,
"Final Play (Fake Boyfriend, #6)",Eden Finley,https://www.goodreads.com/book/show/48923590-final-play,,,
"Mud & Lace (Rainbow Place, #4)",Jay Northcote,https://www.goodreads.com/book/show/44770380-mud-lace,,,
Hop On (Welcome to Morningwood Omegaverse #5),Kiki Burrelli,https://www.goodreads.com/book/show/45018970-hop-on,,,
"The Heat Professor (Nerds Who Knot, #4)",Amy Bellows,https://www.goodreads.com/book/show/48732884-the-heat-professor,,,
"Take Care of You (Taking Care, #1)",Gianni Holmes,https://www.goodreads.com/book/show/44788903-take-care-of-you,,,
"Break Free (Kinley Island, #2)",Raleigh Ruebins,https://www.goodreads.com/book/show/51771773-break-free,,,
"Heart2Heart: A Charity Anthology, Volume 3",Leslie Copeland,https://www.goodreads.com/book/show/53020249-heart2heart,,,
"Gentle Hand (Perfect Hands, #2)",Nora Phoenix,https://www.goodreads.com/book/show/52705634-gentle-hand,,,
"Human Omega: Babied by His Guardian Mates (Pykh, #3)",Eileen Glass,https://www.goodreads.com/book/show/45899116-human-omega,,,
"Hat Trick (Fake Boyfriend, #5)",Eden Finley,https://www.goodreads.com/book/show/48717530-hat-trick,,,
Forbidden (Siren Cove #1),Claire Cullen,https://www.goodreads.com/book/show/43670885-forbidden,,,
Game On (Fever Falls #5),Riley Hart,https://www.goodreads.com/book/show/53171779-game-on,,,
Play It Again,Aidan Wayne,https://www.goodreads.com/book/show/43263026-play-it-again,,,
"Henri (Confessions, #5)",Ella Frank,https://www.goodreads.com/book/show/53093725-henri,,,
"Swallow (Forbidden Desires Spin-off, #1)",Piper Scott,https://www.goodreads.com/book/show/49537993-swallow,,,
Stranded (Siren Cove #3),Claire Cullen,https://www.goodreads.com/book/show/45177450-stranded,,,
Footsteps in the Dark,L.B. Gregg,https://www.goodreads.com/book/show/45286133-footsteps-in-the-dark,,,
Final Lover (Exit Strategy #3),Jocelynn Drake,https://www.goodreads.com/book/show/51865972-final-lover,,,
"Mainly by Moonlight (Bedknobs and Broomsticks, #1)",Josh Lanyon,https://www.goodreads.com/book/show/45443931-mainly-by-moonlight,,,
"Warm Heart (Search and Rescue, #1)",Amy Lane,https://www.goodreads.com/book/show/44563794-warm-heart,,,
Jack Addison vs. a Pack of Horny Werewolves (Jack Addison vs. a Whole World of Hot Trouble #3),K.A. Merikan,https://www.goodreads.com/book/show/42900211-jack-addison-vs-a-pack-of-horny-werewolves,,,
Is It Over Yet?,L.A. Witt,https://www.goodreads.com/book/show/43184087-is-it-over-yet,,,
Foreign to You,Jeremy     Martin,https://www.goodreads.com/book/show/43696017-foreign-to-you,,,
"What We Want (Human Nature, #1)",Eliott Griffen,https://www.goodreads.com/book/show/43582283-what-we-want,,,
"Moving On (Rainier Family, #4)",Ashton Cade,https://www.goodreads.com/book/show/43582100-moving-on,,,
"Dinner at Dawn (Himura Saga, #1)",Mariska Slieker,https://www.goodreads.com/book/show/44560707-dinner-at-dawn,,,
The Ghosts Between Us (The West Hills #1),Brigham Vaughn,https://www.goodreads.com/book/show/44170350-the-ghosts-between-us,,,
Devil Next Door,Alex Jane,https://www.goodreads.com/book/show/44383345-devil-next-door,,,
Fog City Temptation,Nathan Bay,https://www.goodreads.com/book/show/46000165-fog-city-temptation,,,
At War with a Broken Heart,Dahlia Donovan,https://www.goodreads.com/book/show/43238548-at-war-with-a-broken-heart,,,
Sick and Tragic Bastard Son,Rowan Massey,https://www.goodreads.com/book/show/51068977-sick-and-tragic-bastard-son,,,
Obsession of the Egoist (Egoist #2),Nero Seal,https://www.goodreads.com/book/show/49126884-obsession-of-the-egoist,,,
The Magic Box (Arcane History #1),Scott Thrower,https://www.goodreads.com/book/show/48758977-the-magic-box,,,
"Five For Heaven (A Charm of Magpies, #3.6)",K.J. Charles,https://www.goodreads.com/book/show/52852994-five-for-heaven,,,
"Inside Out (Road to Blissville, #6)",Aimee Nicole Walker,https://www.goodreads.com/book/show/43580798-inside-out,,,
The Witchin' Canoe,Mel Bossa,https://www.goodreads.com/book/show/43363299-the-witchin-canoe,,,
Fire from the Sea,Noah Harris,https://www.goodreads.com/book/show/44084464-fire-from-the-sea,,,
Blue Storm,Adara Wolf,https://www.goodreads.com/book/show/49817323-blue-storm,,,
Alex in Wonderland,Simon James Green,https://www.goodreads.com/book/show/45213559-alex-in-wonderland,,,
Here Comes the Son,Dahlia Donovan,https://www.goodreads.com/book/show/44672591-here-comes-the-son,,,
Ozzy (Such a Colorful Feeling #1),Rowan Massey,https://www.goodreads.com/book/show/51034879-ozzy,,,
How to Run with the Wolves (Howl at the Moon #5),Eli Easton,https://www.goodreads.com/book/show/46155038-how-to-run-with-the-wolves,,,
"Hither, Page (Page & Sommers, #1)",Cat Sebastian,https://www.goodreads.com/book/show/49533760-hither-page,,,
Apple Boy (The Quiet Work #1),Isobel Starling,https://www.goodreads.com/book/show/41031191-apple-boy,,,
"Eagle in the Hawthorn (The Rowan Harbor Cycle, #7)",Sam Burns,https://www.goodreads.com/book/show/43817892-eagle-in-the-hawthorn,,,
Terrible Things (Star Shadow #1),Beth Bolden,https://www.goodreads.com/book/show/43633097-terrible-things,,,
Vengeful Lover (Exit Strategy #2),Jocelynn Drake,https://www.goodreads.com/book/show/45863685-vengeful-lover,,,
Music of the Knight,Mel Bossa,https://www.goodreads.com/book/show/50050872-music-of-the-knight,,,
"The Christmas Deal (Festive Fakes, #1)",Keira Andrews,https://www.goodreads.com/book/show/48695309-the-christmas-deal,,,
Seance on a Summer's Night,Josh Lanyon,https://www.goodreads.com/book/show/42862368-seance-on-a-summer-s-night,,,
Happy for You (Love & Family #3),Anyta Sunday,https://www.goodreads.com/book/show/49465330-happy-for-you,,,
Nomad's Dream,August Li,https://www.goodreads.com/book/show/43529931-nomad-s-dream,,,
Old Sins (The Lindenshaw Mysteries #4),Charlie Cochrane,https://www.goodreads.com/book/show/43548759-old-sins,,,
The Mysterious and Amazing Blue Billings (Black and Blue #1),Lily Morton,https://www.goodreads.com/book/show/48752448-the-mysterious-and-amazing-blue-billings,,,
Rebound,Andrew  Grey,https://www.goodreads.com/book/show/42787987-rebound,,,
I Saw You First,Darien Cox,https://www.goodreads.com/book/show/43395209-i-saw-you-first,,,
Familiar Demon (Familiar Love #2),Amy Lane,https://www.goodreads.com/book/show/43072736-familiar-demon,,,
"The Case of the Voracious Vintner (The Middlemark Mysteries, #2)",Tara Lain,https://www.goodreads.com/book/show/41104641-the-case-of-the-voracious-vintner,,,
"Rebound (Pucks & Rainbows, #1)",L.A. Witt,https://www.goodreads.com/book/show/44291916-rebound,,,
Harte (The Blake Harte Mysteries #10),Robert   Innes,https://www.goodreads.com/book/show/45944641-harte,,,
The Devil's Breath,A. Nybo,https://www.goodreads.com/book/show/42637246-the-devil-s-breath,,,
Interlude: Cavatina,Tal Bauer,https://www.goodreads.com/book/show/44304795-interlude,,,
"Pendulum (Kingdom of Night, #1)",Joel Abernathy,https://www.goodreads.com/book/show/45012686-pendulum,,,
Diablo (The Gifted Ones #2),J.M. Wolf,https://www.goodreads.com/book/show/43703586-diablo,,,
The Athlete and the Aristocrat,Louisa Masters,https://www.goodreads.com/book/show/42255094-the-athlete-and-the-aristocrat,,,
"Daring Duke (Love Letters, #4)",Anyta Sunday,https://www.goodreads.com/book/show/44068789-daring-duke,,,
"The Wolf's Shadow (Midsummer Moon, #3)",Noah Harris,https://www.goodreads.com/book/show/46145302-the-wolf-s-shadow,,,
"The Prince's Omega Nanny  (Royal Omegaverse, #2)",Libby Clarke,https://www.goodreads.com/book/show/43620337-the-prince-s-omega-nanny,,,
"The Reluctant Husband (Goddess-Blessed, #2)",Eliot Grayson,https://www.goodreads.com/book/show/45863885-the-reluctant-husband,,,
"A Whole Latte Sass (Geek Life, #2)",Marguerite Labbe,https://www.goodreads.com/book/show/42121229-a-whole-latte-sass,,,
Snow of the White Hills,Wendy Rathbone,https://www.goodreads.com/book/show/45185437-snow-of-the-white-hills,,,
"A Dragon's Blood (Midsummer Moon, #2)",Noah Harris,https://www.goodreads.com/book/show/45898212-a-dragon-s-blood,,,
Forbidden for Two Bears (Bear Mountain #22),Kelex,https://www.goodreads.com/book/show/44425282-forbidden-for-two-bears,,,
"Siren's Debt (Dylan Rivers Chronicles, #1)",Richard Amos,https://www.goodreads.com/book/show/44448689-siren-s-debt,,,
Taking Care of Business (The Necromancer's Smile #3),Lisa Oliver,https://www.goodreads.com/book/show/50912782-taking-care-of-business,,,
Love at Long Last (Trillium Creek #1),Silvia Onyx,https://www.goodreads.com/book/show/43601531-love-at-long-last,,,
My Bad Ex-Boyfriend,Daryl Banner,https://www.goodreads.com/book/show/43969536-my-bad-ex-boyfriend,,,
His First Time,Tal Bauer,https://www.goodreads.com/book/show/44777242-his-first-time,,,
"Eight Lives (Match Made in Hell, #1)",Autumn Breeze,https://www.goodreads.com/book/show/45890634-eight-lives,,,
Escape (Rebellion #1),Annabelle Jacobs,https://www.goodreads.com/book/show/52201891-escape,,,
"Whiskey Throttle (Fever Falls, #3)",Riley Hart,https://www.goodreads.com/book/show/45995517-whiskey-throttle,,,
Aurora Borealis (Cold Case Psychic Spin Off #8),Pandora Pine,https://www.goodreads.com/book/show/44414050-aurora-borealis,,,
"Jack Addison vs. Centaur Pimps (Jack Addison vs. A Whole World of Hot Trouble, #4)",K.A. Merikan,https://www.goodreads.com/book/show/43206368-jack-addison-vs-centaur-pimps,,,
Anticipating Disaster (Anticipation #1),Silvia Violet,https://www.goodreads.com/book/show/45197270-anticipating-disaster,,,
The Heart Dealer (Individualists #2),C.S. Joyce,https://www.goodreads.com/book/show/45177304-the-heart-dealer,,,
A Breath Apart,Christina  Lee,https://www.goodreads.com/book/show/51815141-a-breath-apart,,,
Helix: NULL,Anna  Martin,https://www.goodreads.com/book/show/43570770-helix,,,
Cowboy Seeks Husband,Leta Blake,https://www.goodreads.com/book/show/44153539-cowboy-seeks-husband,,,
Unexpected Heat (Omega Quadrant #1.5),Kelex,https://www.goodreads.com/book/show/46004898-unexpected-heat,,,
Redesigning Landry Bishop (Stars from Peril #2),Kim Fielding,https://www.goodreads.com/book/show/43813760-redesigning-landry-bishop,,,
Make Me Give In (Omega Celibacy Club #1),Angel Knots,https://www.goodreads.com/book/show/45171265-make-me-give-in,,,
My Fair Brady,K.C. Wells,https://www.goodreads.com/book/show/43171305-my-fair-brady,,,
Seeing Red (Ever Green #2),Lyra Evans,https://www.goodreads.com/book/show/44099108-seeing-red,,,
Seoul Mates,Jerry Cole,https://www.goodreads.com/book/show/45292669-seoul-mates,,,
What Lies Beneath (Lancaster Falls #1),R.J. Scott,https://www.goodreads.com/book/show/42185824-what-lies-beneath,,,
Give Him Hell (Hellhound Champions #3),Casey Drake,https://www.goodreads.com/book/show/45420218-give-him-hell,,,
"Stealing His Heart (Connoll Pack, #1)",Bru Baker,https://www.goodreads.com/book/show/43559271-stealing-his-heart,,,
Blood and Marriage (Unbreakable Soldiers #2.5),Megan Derr,https://www.goodreads.com/book/show/44048180-blood-and-marriage,,,
Equilibrium (Kingdom of Night #3),Joel Abernathy,https://www.goodreads.com/book/show/45427884-equilibrium,,,
"Prince of Death (Lords of the Underworld, #1)",Sam Burns,https://www.goodreads.com/book/show/44224267-prince-of-death,,,
"Black Sheep (My Best Friend's Brother, #1)",Kay Simone,https://www.goodreads.com/book/show/45780691-black-sheep,,,
Ghost Town (Haunted Souls #3),Pandora Pine,https://www.goodreads.com/book/show/45154315-ghost-town,,,
"Hidden Powers (Superordinary Society, #1)",Tara Lain,https://www.goodreads.com/book/show/43503480-hidden-powers,,,
"One Wild Heat (Alphas of the Western Provinces, #1)",Kelex,https://www.goodreads.com/book/show/45725750-one-wild-heat,,,
"Leo and His Lion (Oh My!, #2)",Andi James,https://www.goodreads.com/book/show/44159495-leo-and-his-lion,,,
"Mating Dance (Alien Blood Wars, #5)",Samantha Cayto,https://www.goodreads.com/book/show/43797343-mating-dance,,,
Always (His Boy Next Door #36),R.J. Moray,https://www.goodreads.com/book/show/53039135-always,,,
"Rules for Growing (Davey's Rules, #4)",Susan Hawke,https://www.goodreads.com/book/show/48772903-rules-for-growing,,,
"Always Here (Alphas' Homestead, #6)",Alex Jane,https://www.goodreads.com/book/show/44198825-always-here,,,
Rewind (Rewind #1),Rowan    Shaw,https://www.goodreads.com/book/show/42613772-rewind,,,
"Teddy and His Bear (Oh My!, #1)",Andi James,https://www.goodreads.com/book/show/42422340-teddy-and-his-bear,,,
Rapid Response (Hearts and Health #8),D.J. Jamison,https://www.goodreads.com/book/show/44143237-rapid-response,,,
"Fake Boyfriend Breakaways (Fake Boyfriend, #2.5, 3.5, 4.5)",Eden Finley,https://www.goodreads.com/book/show/51917075-fake-boyfriend-breakaways,,,
All I See,Nell Iris,https://www.goodreads.com/book/show/44440138-all-i-see,,,
A Warrior's Choice,Xander Tracy,https://www.goodreads.com/book/show/44579525-a-warrior-s-choice,,,
"American Traditional (Irons and Works, #3)",E.M. Lindsey,https://www.goodreads.com/book/show/48702856-american-traditional,,,
"Blank Canvas (Irons and Works, #2)",E.M. Lindsey,https://www.goodreads.com/book/show/48702720-blank-canvas,,,
"Jack Addison vs. Asexual Vampires (Jack Addison vs. a Whole World of Hot Trouble, #6)",K.A. Merikan,https://www.goodreads.com/book/show/44429946-jack-addison-vs-asexual-vampires,,,
"Free Hand (Irons and Works, #1)",E.M. Lindsey,https://www.goodreads.com/book/show/48702567-free-hand,,,
"Scarification (Irons and Works, #6)",E.M. Lindsey,https://www.goodreads.com/book/show/48565478-scarification,,,
"The Mortal Sleep (Hollow Folk, #4)",Gregory Ashe,https://www.goodreads.com/book/show/43982227-the-mortal-sleep,,,
Mr. Right Now,Annabeth Albert,https://www.goodreads.com/book/show/48641338-mr-right-now,,,
Only The Devil Knows,Katze Snow,https://www.goodreads.com/book/show/44587152-only-the-devil-knows,,,
Always Mine (Love in Eden #1),Sloane Kennedy,https://www.goodreads.com/book/show/52132786-always-mine,,,
The Doctor Takes a Detour,Bren Christopher,https://www.goodreads.com/book/show/44315513-the-doctor-takes-a-detour,,,
"The Rake's Regress (To the Manor Reborn, #1)",Lollie Plantagenet,https://www.goodreads.com/book/show/44585013-the-rake-s-regress,,,
About a Bot,Andrea Speed,https://www.goodreads.com/book/show/44527431-about-a-bot,,,
"Anthony, Earl of Crofton (Earls of Crofton, #1)",Rebecca Cohen,https://www.goodreads.com/book/show/45285747-anthony-earl-of-crofton,,,
The Pirate and the Pond,T.J. Land,https://www.goodreads.com/book/show/43910508-the-pirate-and-the-pond,,,
The Divorced Omega (Three Hearts Collection #2),Harper B. Cole,https://www.goodreads.com/book/show/45187371-the-divorced-omega,,,
"Lust and Other Drugs (Mytho, #1)",T.J.  Nichols,https://www.goodreads.com/book/show/41558745-lust-and-other-drugs,,,
Escort: Three Tales of a Silver Fox,Harper Fox,https://www.goodreads.com/book/show/45275690-escort,,,
"Sweating Lies (Lies, #1)",Emma Jaye,https://www.goodreads.com/book/show/42634320-sweating-lies,,,
The QB Connection,Mercy Celeste,https://www.goodreads.com/book/show/44780501-the-qb-connection,,,
King's Loved Omega (Cherry Hollow #5),Ki Brightly,https://www.goodreads.com/book/show/51834848-king-s-loved-omega,,,
Age Rules (Open Wounds #3.5; Breaking the Rules #5),Jacki James,https://www.goodreads.com/book/show/45173414-age-rules,,,
Luke's Omega Roommate (Cherry Hollow #4),Ki Brightly,https://www.goodreads.com/book/show/52048920-luke-s-omega-roommate,,,
"Running on Empty (Havoc, #3)",S.E. Jakes,https://www.goodreads.com/book/show/22094541-running-on-empty,,,
"Riley's Forbidden Omega (Cherry Hollow, #3)",Ki Brightly,https://www.goodreads.com/book/show/45881901-riley-s-forbidden-omega,,,
Innocence and Carnality,J. Alan Veerkamp,https://www.goodreads.com/book/show/44004082-innocence-and-carnality,,,
Brodie's Million Dollar Omega (Cherry Hollow #2),Ki Brightly,https://www.goodreads.com/book/show/44589208-brodie-s-million-dollar-omega,,,
"Yes, Chef (Amuse Bouche #2)",T. Neilson,https://www.goodreads.com/book/show/43813767-yes-chef,,,
Rules to Follow (Davey's Rules #1),Susan Hawke,https://www.goodreads.com/book/show/50935969-rules-to-follow,,,
Under the Radar,Lillian Francis,https://www.goodreads.com/book/show/45144337-under-the-radar,,,
