book_title,author,goodreads_url,reviews_count,avg_rating,shelves,date_scraped,status
"The ​Crown of Gilded Bones (Blood and Ash, #3)",Jennifer L. Armentrout,https://www.goodreads.com/book/show/55240343-the-crown-of-gilded-bones,35915.0,4.15,"{""fantasy"": null, ""romance"": null, ""romantasy"": null, ""fantasy romance"": null, ""vampires"": null, ""audiobook"": null, ""fiction"": null, ""new adult"": null, ""spicy"": null, ""paranormal"": null}",2026-03-21,success
"Legacy (Blackwater Pack, #3)",Hannah  McBride,https://www.goodreads.com/book/show/55141553-legacy,,,"{""paranormal"": null, ""shapeshifters"": null, ""romance"": null, ""fantasy"": null, ""paranormal romance"": null, ""werewolves"": null, ""urban fantasy"": null, ""new adult"": null, ""magic"": null, ""young adult"": null}",2026-03-21,success
"Kiss of War (City of Stars, #1)",Clara Elroy,https://www.goodreads.com/book/show/55566580-kiss-of-war,326.0,3.88,"{""romance"": null, ""enemies to lovers"": null, ""dark romance"": null, ""contemporary"": null, ""spicy"": null, ""contemporary romance"": null, ""smut"": null, ""dark"": null, ""new adult"": null, ""second chance"": null}",2026-03-21,success
All Rhodes Lead Here,Mariana Zapata,https://www.goodreads.com/book/show/57605091-all-rhodes-lead-here,23907.0,4.21,"{""romance"": null, ""slow burn"": null, ""contemporary"": null, ""contemporary romance"": null, ""audiobook"": null, ""fiction"": null, ""small town romance"": null, ""adult"": null, ""friends to lovers"": null, ""forced proximity"": null}",2026-03-21,success
"The Wicked Aftermath (The Wickeds: Dark Knights at Bayside, #2)",Melissa Foster,https://www.goodreads.com/book/show/53970833-the-wicked-aftermath,594.0,4.56,"{""romance"": null, ""contemporary romance"": null, ""contemporary"": null, ""dark"": null, ""dark romance"": null, ""audiobook"": null, ""found family"": null, ""slow burn"": null, ""firefighters"": null, ""family"": null}",2026-03-21,success
"Reborn (Shadow Beast Shifter, #3)",Jaymin Eve,https://www.goodreads.com/book/show/56552407-reborn,1963.0,4.26,"{""fantasy"": null, ""paranormal"": null, ""romance"": null, ""shapeshifters"": null, ""paranormal romance"": null, ""magic"": null, ""fae"": null, ""urban fantasy"": null, ""vampires"": null, ""fantasy romance"": null}",2026-03-21,success
"Grace and Glory (The Harbinger, #3)",Jennifer L. Armentrout,https://www.goodreads.com/book/show/54823478-grace-and-glory,3158.0,4.0,"{""fantasy"": null, ""romance"": null, ""paranormal"": null, ""young adult"": null, ""audiobook"": null, ""romantasy"": null, ""urban fantasy"": null, ""angels"": null, ""demons"": null, ""new adult"": null}",2026-03-21,success
"Hard to Score (Play Hard, #3)",K. Bromberg,https://www.goodreads.com/book/show/56870007-hard-to-score,,,"{""romance"": null, ""sports romance"": null, ""sports"": null, ""friends to lovers"": null, ""second chance"": null, ""football"": null, ""contemporary romance"": null, ""contemporary"": null, ""audiobook"": null, ""second chance romance"": null}",2026-03-21,success
"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,https://www.goodreads.com/book/show/54189398-the-spanish-love-deception,84315.0,3.79,"{""romance"": null, ""enemies to lovers"": null, ""fake dating"": null, ""contemporary"": null, ""contemporary romance"": null, ""fiction"": null, ""adult"": null, ""audiobook"": null, ""rom com"": null, ""slow burn"": null}",2026-03-21,success
"Prey (Blackwater Pack, #2)",Hannah  McBride,https://www.goodreads.com/book/show/55141157-prey,,,"{""paranormal"": null, ""shapeshifters"": null, ""romance"": null, ""fantasy"": null, ""paranormal romance"": null, ""werewolves"": null, ""new adult"": null, ""urban fantasy"": null, ""young adult"": null, ""wolves"": null}",2026-03-21,success
