book_title,author,goodreads_url,reviews_count,avg_rating,shelves
Love of the Egoist (Egoist #1),Nero Seal,https://www.goodreads.com/book/show/32192152-love-of-the-egoist,,,
Invisible Ink (Paint #3),Emma Jaye,https://www.goodreads.com/book/show/41023824-invisible-ink,,,
Cards of Love: The Devil,Ashley Jade,https://www.goodreads.com/book/show/41829009-cards-of-love,,,
"Ravensong (Green Creek, #2)",T.J. Klune,https://www.goodreads.com/book/show/35114241-ravensong,,,
"Robbie (Confessions, #1)",Ella Frank,https://www.goodreads.com/book/show/37664461-robbie,,,
"The Wolf at the Door (Big Bad Wolf, #1)",Charlie Adhara,https://www.goodreads.com/book/show/36480253-the-wolf-at-the-door,,,
The Glue,K. Webster,https://www.goodreads.com/book/show/40982741-the-glue,,,
Dane,K. Webster,https://www.goodreads.com/book/show/42205092-dane,,,
"Trick Roller (Seven of Spades, #2)",Cordelia Kingsbridge,https://www.goodreads.com/book/show/35501681-trick-roller,,,
"Where Death Meets the Devil (Death and the Devil, #1)",L.J. Hayward,https://www.goodreads.com/book/show/37647452-where-death-meets-the-devil,,,
Love Me Whole,Nicky James,https://www.goodreads.com/book/show/37937186-love-me-whole,,,
"That Irresistible Poison (Calluvia's Royalty, #2)",Alessandra Hazard,https://www.goodreads.com/book/show/38110047-that-irresistible-poison,,,
"Julien (Confessions, #2)",Ella Frank,https://www.goodreads.com/book/show/40378109-julien,,,
"A Wish Upon the Stars (Tales From Verania, #4)",T.J. Klune,https://www.goodreads.com/book/show/33640227-a-wish-upon-the-stars,,,
"A Ferry of Bones & Gold (Soulbound, #1)",Hailey Turner,https://www.goodreads.com/book/show/41793518-a-ferry-of-bones-gold,,,
"The Princess, the Prick & the Priest (Confessions, #4)",Ella Frank,https://www.goodreads.com/book/show/42754662-the-princess-the-prick-the-priest,,,
The Lovers: Cards of Love,Fiona Cole,https://www.goodreads.com/book/show/42425208-the-lovers,,,
"Priest (Confessions, #3)",Ella Frank,https://www.goodreads.com/book/show/41154063-priest,,,
Evolved,N.R. Walker,https://www.goodreads.com/book/show/39680421-evolved,,,
Obsessed: The Complete Series,Quin,https://www.goodreads.com/book/show/43850997-obsessed,,,
Just a Bit Gay (Straight Guys #9),Alessandra Hazard,https://www.goodreads.com/book/show/37574023-just-a-bit-gay,,,
Robby Riverton: Mail Order Bride,Eli Easton,https://www.goodreads.com/book/show/39711956-robby-riverton,,,
Galaxies and Oceans,N.R. Walker,https://www.goodreads.com/book/show/40627465-galaxies-and-oceans,,,
"Agent Bayne (PsyCop, #9)",Jordan Castillo Price,https://www.goodreads.com/book/show/37802034-agent-bayne,,,
"The Necromancer's Reckoning (The Beacon Hill Sorcerer, #3)",S.J. Himes,https://www.goodreads.com/book/show/35683318-the-necromancer-s-reckoning,,,
Acceptance of the Egoist (Egoist #1.5),Nero Seal,https://www.goodreads.com/book/show/42394378-acceptance-of-the-egoist,,,
"The Magician Murders (The Art of Murder, #3)",Josh Lanyon,https://www.goodreads.com/book/show/36546086-the-magician-murders,,,
"Squared Away (Out of Uniform, #5)",Annabeth Albert,https://www.goodreads.com/book/show/37544729-squared-away,,,
Murder Takes the High Road,Josh Lanyon,https://www.goodreads.com/book/show/25825973-murder-takes-the-high-road,,,
"Riven (Riven, #1)",Roan Parrish,https://www.goodreads.com/book/show/36135552-riven,,,
"Trick Play (Fake Boyfriend, #2)",Eden Finley,https://www.goodreads.com/book/show/39863941-trick-play,,,
"Balefire (Whyborne & Griffin, #10)",Jordan L. Hawk,https://www.goodreads.com/book/show/40281878-balefire,,,
His Cocky Valet (Undue Arrogance #1),Cole McCade,https://www.goodreads.com/book/show/40107125-his-cocky-valet,,,
"Exhale (Flesh and Bone, #1)",Joel Abernathy,https://www.goodreads.com/book/show/39678549-exhale,,,
Jesse's Smile,Angelique Jurd,https://www.goodreads.com/book/show/39692883-jesse-s-smile,,,
Sinfully Mine,Nicky James,https://www.goodreads.com/book/show/41442361-sinfully-mine,,,
"Blackbird in the Reeds (The Rowan Harbor Cycle, #1)",Sam Burns,https://www.goodreads.com/book/show/37777178-blackbird-in-the-reeds,,,
Honeymoon for One,Keira Andrews,https://www.goodreads.com/book/show/41823691-honeymoon-for-one,,,
"Fresh Catch (Talbott’s Cove, #1)",Kate Canterbary,https://www.goodreads.com/book/show/35919933-fresh-catch,,,
"Bond (Forbidden Desires, #2)",Piper Scott,https://www.goodreads.com/book/show/42760781-bond,,,
"Clutch (Forbidden Desires, #1)",Piper Scott,https://www.goodreads.com/book/show/42035847-clutch,,,
"Escaping Exile (Escape Trilogy, #1)",Sara Dobie Bauer,https://www.goodreads.com/book/show/40794384-escaping-exile,,,
"Changed: Mated to the Alien Alpha (The Omega Colony, #1)",Robin Moray,https://www.goodreads.com/book/show/40662826-changed,,,
Center of Gravity (Nook Island #1),Neve Wilder,https://www.goodreads.com/book/show/41869103-center-of-gravity,,,
Edge of Forever,Barbara Elsborg,https://www.goodreads.com/book/show/40055953-edge-of-forever,,,
"Invitation to the Blues (Small Change, #2)",Roan Parrish,https://www.goodreads.com/book/show/38510053-invitation-to-the-blues,,,
Unfit to Print,K.J. Charles,https://www.goodreads.com/book/show/39330140-unfit-to-print,,,
"Sin and Tonic (Sinners, #6)",Rhys Ford,https://www.goodreads.com/book/show/35491768-sin-and-tonic,,,
"Syncopation (Twisted Wishes, #1)",Anna Zabo,https://www.goodreads.com/book/show/37648566-syncopation,,,
Band Sinister,K.J. Charles,https://www.goodreads.com/book/show/39345944-band-sinister,,,
"Terms of Service (The Heretic Doms Club, #2)",Marie Sexton,https://www.goodreads.com/book/show/39847286-terms-of-service,,,
"Expeditions, Estimation, and Other Dangerous Pastimes (Claimings, #4)",Lyn Gala,https://www.goodreads.com/book/show/36602760-expeditions-estimation-and-other-dangerous-pastimes,,,
"Bobby Green (Johnnies, #5)",Amy Lane,https://www.goodreads.com/book/show/36594567-bobby-green,,,
"Soul to Keep (Rented Heart, #2)",Garrett Leigh,https://www.goodreads.com/book/show/36291180-soul-to-keep,,,
His Surrogate Omega (Omega Quadrant #1),Kelex,https://www.goodreads.com/book/show/43251078-his-surrogate-omega,,,
"Damaged Like Us (Like Us, #1)",Krista Ritchie,https://www.goodreads.com/book/show/21427834-damaged-like-us,,,
"The Blueprint (Rules of Possession, #1)",S.E. Harmon,https://www.goodreads.com/book/show/38504190-the-blueprint,,,
"Professor Adorkable (Domesticated Inc, #1)",Edie Danford,https://www.goodreads.com/book/show/41355524-professor-adorkable,,,
Any Given Lifetime,Leta Blake,https://www.goodreads.com/book/show/41733251-any-given-lifetime,,,
"Power Play (Camassia Cove, #7)",Cara Dee,https://www.goodreads.com/book/show/37844337-power-play,,,
A Twisted Love Story,Ace Gray,https://www.goodreads.com/book/show/35082570-a-twisted-love-story,,,
The Truth Within (Pelican Bay #3),Sloane Kennedy,https://www.goodreads.com/book/show/42301687-the-truth-within,,,
Gray's Shadow (Kings of Hell MC #4),K.A. Merikan,https://www.goodreads.com/book/show/41052468-gray-s-shadow,,,
Sub Mission (Sub Mission #1),T.S. McKinney,https://www.goodreads.com/book/show/40215635-sub-mission,,,
Perfect Day (New Milton #1),Sally Malcolm,https://www.goodreads.com/book/show/39777839-perfect-day,,,
Love Around the Corner (New Milton #1.5),Sally Malcolm,https://www.goodreads.com/book/show/42779749-love-around-the-corner,,,
Vanilla Clouds,Roe Horvat,https://www.goodreads.com/book/show/40699859-vanilla-clouds,,,
Conflicted,Katze Snow,https://www.goodreads.com/book/show/40188407-conflicted,,,
"Bleed (Flesh and Bone, #2)",Joel Abernathy,https://www.goodreads.com/book/show/39987796-bleed,,,
When Everything Is Blue,Laura Lascarso,https://www.goodreads.com/book/show/38358824-when-everything-is-blue,,,
Over and Over Again,Cole McCade,https://www.goodreads.com/book/show/39933692-over-and-over-again,,,
"Alpha Heat (Heat of Love, #2)",Leta Blake,https://www.goodreads.com/book/show/40103645-alpha-heat,,,
Freedom (Incubus #5),Emma Jaye,https://www.goodreads.com/book/show/39151984-freedom,,,
"The Hockey Player's Heart (Hockey Hearts, #1)",Jeff  Adams,https://www.goodreads.com/book/show/36902263-the-hockey-player-s-heart,,,
From the Ashes,C.M. Valencourt,https://www.goodreads.com/book/show/42075809-from-the-ashes,,,
A Breath of Innocence (Guns n' Boys #8),K.A. Merikan,https://www.goodreads.com/book/show/38910362-a-breath-of-innocence,,,
"On His Knees (Blasphemy, #4)",Laura Kaye,https://www.goodreads.com/book/show/36651487-on-his-knees,,,
"Two Man Station (Emergency Services, #1)",Lisa Henry,https://www.goodreads.com/book/show/36296311-two-man-station,,,
The Glasshouse (Lavender Shores #6),Rosalind Abel,https://www.goodreads.com/book/show/39701645-the-glasshouse,,,
Something New (Something About Him #1),Sean Ashcroft,https://www.goodreads.com/book/show/38115162-something-new,,,
Between the Lines (New Milton #2),Sally Malcolm,https://www.goodreads.com/book/show/40794540-between-the-lines,,,
"A Little Bit like Desire (South Haven, #2)",Brooke Blaine,https://www.goodreads.com/book/show/40909527-a-little-bit-like-desire,,,
"Playing in the Dark (Glasgow Lads, #4)",Avery Cockburn,https://www.goodreads.com/book/show/38821471-playing-in-the-dark,,,
"Crocus (Bonfires, #2)",Amy Lane,https://www.goodreads.com/book/show/38895620-crocus,,,
"Teddy and His Bear (Oh My!, #1)",Andi James,https://www.goodreads.com/book/show/42304256-teddy-and-his-bear,,,
"Hiding the Moon (Fish Out of Water, #4; Racing for the Sun, #2)",Amy Lane,https://www.goodreads.com/book/show/41061823-hiding-the-moon,,,
The Dragon's Perfect Omega (Fires of Fate #5),Ann-Katrin Byrde,https://www.goodreads.com/book/show/38589262-the-dragon-s-perfect-omega,,,
Joshua's Rainbow (Rainbow Key #1),Victoria Sue,https://www.goodreads.com/book/show/37822491-joshua-s-rainbow,,,
"A Gentleman Never Keeps Score (Seducing the Sedgwicks, #2)",Cat Sebastian,https://www.goodreads.com/book/show/35564594-a-gentleman-never-keeps-score,,,
"Single White Incubus (Supernatural Selection, #1)",E.J.   Russell,https://www.goodreads.com/book/show/41729282-single-white-incubus,,,
Thank You Elvis,J.K.  Jones,https://www.goodreads.com/book/show/42120447-thank-you-elvis,,,
The Enlightenment of Alexander,B.Q. Hanson,https://www.goodreads.com/book/show/40545688-the-enlightenment-of-alexander,,,
"Object of Desire  (Bitter Legacy, #2)",Dal Maclean,https://www.goodreads.com/book/show/38117483-object-of-desire,,,
Apocalypse Alley (Blue Unicorn #2),Don Allmon,https://www.goodreads.com/book/show/37856815-apocalypse-alley,,,
"Two Alphas, One Omega (Men of Meadowfall, #4)",Anna Wineheart,https://www.goodreads.com/book/show/39898469-two-alphas-one-omega,,,
Trial (Incubus #4),Emma Jaye,https://www.goodreads.com/book/show/38204651-trial,,,
Slow Shift,Nazarea Andrews,https://www.goodreads.com/book/show/42328264-slow-shift,,,
"Out, Proud, and Prejudiced",Megan Reddaway,https://www.goodreads.com/book/show/38737786-out-proud-and-prejudiced,,,
Curl Around My Heart,Londra Laine,https://www.goodreads.com/book/show/40553540-curl-around-my-heart,,,
Hiroku,Laura Lascarso,https://www.goodreads.com/book/show/40123971-hiroku,,,
"The Silver Cage (The Silver Cage, #1)",Anonymous,https://www.goodreads.com/book/show/38193155-the-silver-cage,,,
"Gilded Agony (Guns n' Boys, #7)",K.A. Merikan,https://www.goodreads.com/book/show/36686935-gilded-agony,,,
Erik the Pink,Matthew J. Metzger,https://www.goodreads.com/book/show/40530951-erik-the-pink,,,
The Wedding Planner's Manny (Oceanport Omegas #5),Ann-Katrin Byrde,https://www.goodreads.com/book/show/39889612-the-wedding-planner-s-manny,,,
Love and Lint Rollers,Kaje Harper,https://www.goodreads.com/book/show/42122210-love-and-lint-rollers,,,
Tank (Ballsy Boys #2),K.M. Neuhold,https://www.goodreads.com/book/show/39978645-tank,,,
Ben's Rainbow (Rainbow Key #3),Victoria Sue,https://www.goodreads.com/book/show/40004123-ben-s-rainbow,,,
Guardian Spirits (Spirits #3),Jordan L. Hawk,https://www.goodreads.com/book/show/39941362-guardian-spirits,,,
Truth & Betrayal (Southern Boys #1),K.C. Wells,https://www.goodreads.com/book/show/40742519-truth-betrayal,,,
Love For All Seasons,R.J. Scott,https://www.goodreads.com/book/show/39755654-love-for-all-seasons,,,
My Murderous Mind,David          Scott,https://www.goodreads.com/book/show/40034774-my-murderous-mind,,,
The Return of Alexander,B.Q. Hanson,https://www.goodreads.com/book/show/42188391-the-return-of-alexander,,,
And The Next Thing You Know... (Why You? #2),Chase Taylor Hackett,https://www.goodreads.com/book/show/35226181-and-the-next-thing-you-know,,,
"Undertow (Port Lewis Witches, #2)",Brooklyn Ray,https://www.goodreads.com/book/show/38102484-undertow,,,
"Darkling (Port Lewis Witches, #1)",Taylor B. Barton,https://www.goodreads.com/book/show/37642899-darkling,,,
"Beau (Walkers of Coyote Ridge, #5)",Nicole Edwards,https://www.goodreads.com/book/show/41225654-beau,,,
The Preacher's Son,Lisa Henry,https://www.goodreads.com/book/show/37791004-the-preacher-s-son,,,
Undue Influence: A Persuasion Retelling,Jenny  Holiday,https://www.goodreads.com/book/show/40686361-undue-influence,,,
"Dedicated (Rhythm of Love, #1)",Neve Wilder,https://www.goodreads.com/book/show/43152949-dedicated,,,
Green Tea and Pink Apples,R. Cooper,https://www.goodreads.com/book/show/50915207-green-tea-and-pink-apples,,,
My Lavender Boyfriend,Marina Ford,https://www.goodreads.com/book/show/39404447-my-lavender-boyfriend,,,
Less Than Three,Jess Whitecroft,https://www.goodreads.com/book/show/42263310-less-than-three,,,
"Drawn to You (Beyond the Cove, #1)",Jaclyn Quinn,https://www.goodreads.com/book/show/42867008-drawn-to-you,,,
"A Mage's Power (The Inquisition Trilogy, #1)",Casey Wolfe,https://www.goodreads.com/book/show/40719062-a-mage-s-power,,,
"The Silver Cord (The Silver Cage, #2)",Anonymous,https://www.goodreads.com/book/show/42122637-the-silver-cord,,,
"Coach's Challenge (Cayuga Cougars, #3)",V.L. Locey,https://www.goodreads.com/book/show/36583885-coach-s-challenge,,,
"Salt Magic, Skin Magic",Lee  Welch,https://www.goodreads.com/book/show/40722060-salt-magic-skin-magic,,,
"A Quiet Man (Shifters and Partners, #19)",Hollis Shiloh,https://www.goodreads.com/book/show/40032712-a-quiet-man,,,
"The Dragon Boss (Shifters of Cartwell, #1)",Anna Wineheart,https://www.goodreads.com/book/show/38489927-the-dragon-boss,,,
Poke Check (Harrisburg Railers #4),R.J. Scott,https://www.goodreads.com/book/show/38491402-poke-check,,,
Fair Isn't Life,Kaje Harper,https://www.goodreads.com/book/show/41420856-fair-isn-t-life,,,
Once Upon a Western Shore (Tyack & Frayne #9),Harper Fox,https://www.goodreads.com/book/show/39104030-once-upon-a-western-shore,,,
Last Defense (Harrisburg Railers #5),R.J. Scott,https://www.goodreads.com/book/show/38328255-last-defense,,,
Sunshine in the Dragon's Heart,Jaime Samms,https://www.goodreads.com/book/show/42072047-sunshine-in-the-dragon-s-heart,,,
"The Alcove (Lavender Shores, #7)",Rosalind Abel,https://www.goodreads.com/book/show/40241510-the-alcove,,,
War Paint,Sarah     Black,https://www.goodreads.com/book/show/39930165-war-paint,,,
Overtime (Cayuga Cougars #4),V.L. Locey,https://www.goodreads.com/book/show/40239634-overtime,,,
Rocky Mountain Refuge,Nicky James,https://www.goodreads.com/book/show/39722428-rocky-mountain-refuge,,,
Goal Line (Harrisburg Railers #6),R.J. Scott,https://www.goodreads.com/book/show/41083889-goal-line,,,
The Burning Magus (Blue Unicorn #3),Don Allmon,https://www.goodreads.com/book/show/38619581-the-burning-magus,,,
Finding My Way Home  (Doyle Global Securities #2),Kendel Duncan,https://www.goodreads.com/book/show/40619880-finding-my-way-home,,,
Havesskadi,Ava Kelly,https://www.goodreads.com/book/show/36684838-havesskadi,,,
"Love's Trials (Revolutionary Heart, #2)",Janice Jarrell,https://www.goodreads.com/book/show/41818037-love-s-trials,,,
The Stars May Rise and Fall,Estella Mirai,https://www.goodreads.com/book/show/42120042-the-stars-may-rise-and-fall,,,
"No Brief Affair (Beyond Courtship, #1)",Ryan        Taylor,https://www.goodreads.com/book/show/43085609-no-brief-affair,,,
Deadly Skies (Kings of Eternity #2),Savannah Hartley,https://www.goodreads.com/book/show/15980374-deadly-skies,,,
Men Writing Men Illustrated: Issue 2,Rick Longfield,https://www.goodreads.com/book/show/51998028-men-writing-men-illustrated,,,
"Sapphire Scars: Volume 1 (The Sapphire Scars Trilogy, #1)",A.P. Moraez,https://www.goodreads.com/book/show/40644426-sapphire-scars,,,
"The Last Sun (The Tarot Sequence, #1)",K.D. Edwards,https://www.goodreads.com/book/show/36466732-the-last-sun,,,
"A Falência, The English Edition, The Bankruptcy, Translated Brazilian literature, feminist classics, Annotated",Júlia Lopes de Almeida,https://www.goodreads.com/book/show/241660077-a-fal-ncia-the-english-edition-the-bankruptcy-translated-brazilian-li,,,
Anywhen,Beth Duke,https://www.goodreads.com/book/show/220605667-anywhen,,,
"Paper Cup Beginnings (The Incredibly Raw Adventures of Sven and Victor, #1)",J.D.  Chambers,https://www.goodreads.com/book/show/38485282-paper-cup-beginnings,,,
Men Writing Men Illustrated: Issue 1,Rick Longfield,https://www.goodreads.com/book/show/51997417-men-writing-men-illustrated,,,
"Sapphire Scars: Volume 2 (The Sapphire Scars Trilogy, #2)",A.P. Moraez,https://www.goodreads.com/book/show/40646447-sapphire-scars,,,
"Alpha's Sacrifice (Irresistible Omegas, #1)",Nora Phoenix,https://www.goodreads.com/book/show/39789523-alpha-s-sacrifice,,,
"A Falência — Edição Anotada e Comentada Edição Exclusiva para Impressão Edição limpa, ilustrada, explicada e com notas críticas",Júlia Lopes de Almeida,https://www.goodreads.com/book/show/241785408-a-fal-ncia-edi-o-anotada-e-comentada-edi-o-exclusiva-para-impress-o,,,
"Bad Moon Arising (Outcasts, #1)",C.L. Mustafic,https://www.goodreads.com/book/show/40650754-bad-moon-arising,,,
The Dragon's Thief,Riza Curtis,https://www.goodreads.com/book/show/40679039-the-dragon-s-thief,,,
"A Few Good Fish (Fish Out of Water, #3)",Amy Lane,https://www.goodreads.com/book/show/40773128-a-few-good-fish,,,
"A Falência — Edição Anotada e Comentada Edição Exclusiva para Impressão Edição limpa, ilustrada, explicada e com notas críticas (Edição em Português do Brasil)",Júlia Lopes de Almeida,https://www.goodreads.com/book/show/241747955-a-fal-ncia-edi-o-anotada-e-comentada-edi-o-exclusiva-para-impress-o,,,
"The Deafening Silence (The Yakuza Path, #4)",Amy Tasukada,https://www.goodreads.com/book/show/41893613-the-deafening-silence,,,
"Trouble's on the Way (Outcasts, #2)",C.L. Mustafic,https://www.goodreads.com/book/show/41059724-trouble-s-on-the-way,,,
"Once Upon a Rainbow, Volume Two",Jennifer Cosgrove,https://www.goodreads.com/book/show/37856162-once-upon-a-rainbow-volume-two,,,
"In Other Words...Murder  (Holmes & Moriarity, #4)",Josh Lanyon,https://www.goodreads.com/book/show/36546081-in-other-words-murder,,,
The Enchanter's Flame (The Ellwood Chronicles #1),Michele Notaro,https://www.goodreads.com/book/show/41252355-the-enchanter-s-flame,,,
"A Falência — Edição Anotada e Comentada Edição Exclusiva para Impressão Edição limpa, ilustrada, explicada e com notas críticas",Júlia Lopes de Almeida,https://www.goodreads.com/book/show/241787334-a-fal-ncia-edi-o-anotada-e-comentada-edi-o-exclusiva-para-impress-o,,,
Blood and Eternity (Blood #3),Shira Anthony,https://www.goodreads.com/book/show/26099231-blood-and-eternity,,,
"Once Upon a Rainbow, Volume Three",W.M. Fawkes,https://www.goodreads.com/book/show/40649213-once-upon-a-rainbow-volume-three,,,
"Be Fairy Game (Starfig Investigations, #2)",Meghan Maslow,https://www.goodreads.com/book/show/61912443-be-fairy-game,,,
A Position in Paris,Megan Reddaway,https://www.goodreads.com/book/show/40922931-a-position-in-paris,,,
"A Demon's Contract (How Long is Forever, #1)",Delmire Hart,https://www.goodreads.com/book/show/42390550-a-demon-s-contract,,,
His Forever Omega (The Mountain Shifters #13),L.C.  Davis,https://www.goodreads.com/book/show/41379678-his-forever-omega,,,
"His Reclassified Omega (The Mountain Shifters, #12)",L.C.  Davis,https://www.goodreads.com/book/show/39461438-his-reclassified-omega,,,
Making Magic (The FuBar #2),Jess Whitecroft,https://www.goodreads.com/book/show/40245456-making-magic,,,
Cyborg (Project Zed #7),Kelex,https://www.goodreads.com/book/show/39931786-cyborg,,,
"Predator (Project Zed, #6)",Kelex,https://www.goodreads.com/book/show/38236178-predator,,,
Oskar Blows A Gasket,Claire  Davis,https://www.goodreads.com/book/show/38885902-oskar-blows-a-gasket,,,
American Road Trip,Sarah     Black,https://www.goodreads.com/book/show/38493232-american-road-trip,,,
"Contour (Shape of You, #1)",Meg Harding,https://www.goodreads.com/book/show/37905205-contour,,,
The Alpha's Forbidden Omega (SOS #1),Rebecca       James,https://www.goodreads.com/book/show/43074373-the-alpha-s-forbidden-omega,,,
"Masc (Femme, #2)",Marshall Thornton,https://www.goodreads.com/book/show/39717722-masc,,,
The Colors Between Us (Lonely Hearts #2),Kate Hawthorne,https://www.goodreads.com/book/show/39789735-the-colors-between-us,,,
