book_title,author,goodreads_url,reviews_count,avg_rating,shelves,date_scraped,status
"Heated Rivalry (Game Changers, #2)",Rachel  Reid,https://www.goodreads.com/book/show/41735449-heated-rivalry,,,"{""romance"": null, ""sports"": null, ""lgbt"": null, ""m m romance"": null, ""sports romance"": null, ""enemies to lovers"": null, ""audiobook"": null, ""contemporary"": null, ""hockey"": null, ""queer"": null}",2026-03-21,success
"Red, White & Royal Blue",Casey McQuiston,https://www.goodreads.com/book/show/41150487-red-white-royal-blue,128249.0,4.05,"{""romance"": null, ""lgbt"": null, ""contemporary"": null, ""fiction"": null, ""queer"": null, ""young adult"": null, ""audiobook"": null, ""enemies to lovers"": null, ""new adult"": null, ""gay"": null}",2026-03-21,success
Top Secret,Sarina Bowen,https://www.goodreads.com/book/show/45280797-top-secret,,,"{""romance"": null, ""m m romance"": null, ""enemies to lovers"": null, ""lgbt"": null, ""contemporary"": null, ""new adult"": null, ""college"": null, ""audiobook"": null, ""queer"": null, ""contemporary romance"": null}",2026-03-21,success
"Deke (Fake Boyfriend, #3)",Eden Finley,https://www.goodreads.com/book/show/43482251-deke,1615.0,4.13,"{""m m romance"": null, ""romance"": null, ""sports"": null, ""sports romance"": null, ""hockey"": null, ""contemporary"": null, ""lgbt"": null, ""fake dating"": null, ""audiobook"": null, ""queer"": null}",2026-03-21,success
"Thrown to the Wolves (Big Bad Wolf, #3)",Charlie Adhara,https://www.goodreads.com/book/show/42282304-thrown-to-the-wolves,1212.0,4.36,"{""romance"": null, ""m m romance"": null, ""paranormal"": null, ""mystery"": null, ""shapeshifters"": null, ""fantasy"": null, ""lgbt"": null, ""audiobook"": null, ""urban fantasy"": null, ""werewolves"": null}",2026-03-21,success
"Blindsided (Fake Boyfriend, #4)",Eden Finley,https://www.goodreads.com/book/show/44528307-blindsided,1549.0,4.13,"{""m m romance"": null, ""romance"": null, ""sports"": null, ""friends to lovers"": null, ""sports romance"": null, ""contemporary"": null, ""lgbt"": null, ""audiobook"": null, ""queer"": null, ""football"": null}",2026-03-21,success
"Once Upon a Time (Calluvia's Royalty, #3)",Alessandra Hazard,https://www.goodreads.com/book/show/43976490-once-upon-a-time,,,"{""m m romance"": null, ""romance"": null, ""science fiction"": null, ""fantasy"": null, ""aliens"": null, ""enemies to lovers"": null, ""paranormal"": null, ""lgbt"": null, ""royalty"": null, ""gay for you"": null}",2026-03-21,success
"Viper (Fallen Angel, #2)",Brooke Blaine,https://www.goodreads.com/book/show/44288396-viper,654.0,4.37,"{""m m romance"": null, ""romance"": null, ""music"": null, ""contemporary"": null, ""lgbt"": null, ""musicians"": null, ""contemporary romance"": null, ""gay for you"": null, ""gay"": null, ""audiobook"": null}",2026-03-21,success
"IRL: In Real Life (After Oscar, #1)",Lucy Lennox,https://www.goodreads.com/book/show/43794250-irl,920.0,4.04,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""enemies to lovers"": null, ""lgbt"": null, ""audiobook"": null, ""contemporary romance"": null, ""gay"": null, ""fiction"": null, ""adult"": null}",2026-03-21,success
"Family Camp (Daddy Dearest, #1)",Eli Easton,https://www.goodreads.com/book/show/44437664-family-camp,512.0,4.13,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""sports"": null, ""lgbt"": null, ""childrens"": null, ""family"": null, ""contemporary romance"": null, ""audiobook"": null, ""queer"": null}",2026-03-21,success
"The Gift (Love in O'Leary, #2)",May Archer,https://www.goodreads.com/book/show/43416210-the-gift,472.0,4.21,"{""m m romance"": null, ""romance"": null, ""friends to lovers"": null, ""contemporary"": null, ""audiobook"": null, ""lgbt"": null, ""contemporary romance"": null, ""queer"": null, ""fiction"": null, ""gay"": null}",2026-03-21,success
"Halo (Fallen Angel, #1)",Ella Frank,https://www.goodreads.com/book/show/44107399-halo,950.0,4.17,"{""m m romance"": null, ""romance"": null, ""music"": null, ""contemporary"": null, ""lgbt"": null, ""musicians"": null, ""gay for you"": null, ""contemporary romance"": null, ""gay"": null, ""queer"": null}",2026-03-21,success
No Quick Fix (Torus Intercession #1),Mary Calmes,https://www.goodreads.com/book/show/44349918-no-quick-fix,626.0,4.19,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""military fiction"": null, ""audiobook"": null, ""lgbt"": null, ""childrens"": null, ""family"": null, ""crime"": null, ""mystery"": null}",2026-03-21,success
Wilde Love (Forever Wilde #6),Lucy Lennox,https://www.goodreads.com/book/show/45362841-wilde-love,817.0,4.55,"{""m m romance"": null, ""romance"": null, ""friends to lovers"": null, ""military fiction"": null, ""historical"": null, ""lgbt"": null, ""contemporary"": null, ""slow burn"": null, ""audiobook"": null, ""gay for you"": null}",2026-03-21,success
The Secret (Love in O'Leary #3),May Archer,https://www.goodreads.com/book/show/44538300-the-secret,386.0,4.27,"{""m m romance"": null, ""romance"": null, ""enemies to lovers"": null, ""contemporary"": null, ""audiobook"": null, ""lgbt"": null, ""contemporary romance"": null, ""queer"": null, ""fiction"": null, ""gay"": null}",2026-03-21,success
"King Me (Forever Wilde, #7)",Lucy Lennox,https://www.goodreads.com/book/show/49232493-king-me,510.0,4.37,"{""m m romance"": null, ""romance"": null, ""enemies to lovers"": null, ""contemporary"": null, ""crime"": null, ""lgbt"": null, ""mystery"": null, ""gay"": null, ""contemporary romance"": null, ""audiobook"": null}",2026-03-21,success
"Mate (Forbidden Desires, #3)",Piper Scott,https://www.goodreads.com/book/show/44044028-mate,392.0,4.29,"{""m m romance"": null, ""omegaverse"": null, ""dragons"": null, ""paranormal"": null, ""m m m"": null, ""shapeshifters"": null, ""fantasy"": null, ""romance"": null, ""menage"": null, ""audiobook"": null}",2026-03-21,success
"Diamond in the Rough (Four Kings Security, #4)",Charlie Cochet,https://www.goodreads.com/book/show/41456015-diamond-in-the-rough,,,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""military fiction"": null, ""audiobook"": null, ""lgbt"": null, ""suspense"": null, ""mystery"": null, ""action"": null, ""romantic suspense"": null}",2026-03-21,success
"Any Old Diamonds (Lilywhite Boys, #1)",K.J. Charles,https://www.goodreads.com/book/show/42925241-any-old-diamonds,922.0,4.28,"{""romance"": null, ""historical"": null, ""historical fiction"": null, ""m m romance"": null, ""historical romance"": null, ""lgbt"": null, ""queer"": null, ""fiction"": null, ""mystery"": null, ""audiobook"": null}",2026-03-21,success
Diplomatic Relations (Sci-Regency #4),J.L. Langley,https://www.goodreads.com/book/show/42971456-diplomatic-relations,97.0,3.99,"{""science fiction"": null, ""m m romance"": null, ""romance"": null, ""historical"": null, ""military fiction"": null, ""lgbt"": null, ""fantasy"": null, ""regency"": null, ""mystery"": null, ""gay"": null}",2026-03-21,success
