book_title,author,goodreads_url,reviews_count,avg_rating,shelves,date_scraped,status
"Girl Gone Viral (Modern Love, #2)",Alisha Rai,https://www.goodreads.com/book/show/44148565-girl-gone-viral,2009.0,3.69,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""fiction"": null, ""audiobook"": null, ""adult"": null, ""chick lit"": null, ""friends to lovers"": null, ""rom com"": null, ""mental health"": null}",2026-03-21,success
"The Trouble with Hating You (The Trouble with Hating You, #1)",Sajni Patel,https://www.goodreads.com/book/show/49624654-the-trouble-with-hating-you,3773.0,3.8,"{""romance"": null, ""contemporary"": null, ""enemies to lovers"": null, ""contemporary romance"": null, ""fiction"": null, ""adult"": null, ""audiobook"": null, ""chick lit"": null, ""rom com"": null, ""india"": null}",2026-03-21,success
"Well Played (Well Met, #2)",Jen DeLuca,https://www.goodreads.com/book/show/50089191-well-played,4419.0,3.52,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""audiobook"": null, ""fiction"": null, ""adult"": null, ""chick lit"": null, ""rom com"": null, ""adult fiction"": null, ""new adult"": null}",2026-03-21,success
"From Thailand with Love (First Comes Love, #5)",Camilla Isley,https://www.goodreads.com/book/show/48529482-from-thailand-with-love,,,"{""romance"": null, ""chick lit"": null, ""contemporary"": null, ""romantic comedy"": null, ""enemies to lovers"": null, ""humor"": null, ""contemporary romance"": null, ""adventure"": null, ""audiobook"": null, ""adult"": null}",2026-03-21,success
"Chasing Cassandra (The Ravenels, #6)",Lisa Kleypas,https://www.goodreads.com/book/show/44285731-chasing-cassandra,3884.0,4.14,"{""historical romance"": null, ""romance"": null, ""historical"": null, ""historical fiction"": null, ""audiobook"": null, ""fiction"": null, ""adult"": null, ""regency"": null, ""victorian"": null, ""regency romance"": null}",2026-03-21,success
"A Rogue of One's Own (A League of Extraordinary Women, #2)",Evie Dunmore,https://www.goodreads.com/book/show/52278666-a-rogue-of-one-s-own,,,"{""romance"": null, ""historical romance"": null, ""historical fiction"": null, ""historical"": null, ""fiction"": null, ""adult"": null, ""enemies to lovers"": null, ""audiobook"": null, ""chick lit"": null, ""feminism"": null}",2026-03-21,success
The Roommate (Shameless #1),Rosie Danan,https://www.goodreads.com/book/show/45023611-the-roommate,15188.0,3.53,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""fiction"": null, ""adult"": null, ""forced proximity"": null, ""friends to lovers"": null, ""audiobook"": null, ""spicy"": null, ""rom com"": null}",2026-03-21,success
Love Your Life,Sophie Kinsella,https://www.goodreads.com/book/show/53479913-love-your-life,5796.0,3.34,"{""romance"": null, ""chick lit"": null, ""fiction"": null, ""contemporary"": null, ""audiobook"": null, ""adult"": null, ""contemporary romance"": null, ""rom com"": null, ""humor"": null, ""adult fiction"": null}",2026-03-21,success
Someday in Paris,Olivia Lara,https://www.goodreads.com/book/show/48761179-someday-in-paris,312.0,4.13,"{""romance"": null, ""historical fiction"": null, ""fiction"": null, ""contemporary"": null, ""historical"": null, ""chick lit"": null, ""paris"": null, ""france"": null, ""travel"": null, ""adult"": null}",2026-03-21,success
"Party of Two (The Wedding Date, #5)",Jasmine Guillory,https://www.goodreads.com/book/show/49099926-party-of-two,5072.0,3.75,"{""romance"": null, ""fiction"": null, ""contemporary"": null, ""audiobook"": null, ""contemporary romance"": null, ""chick lit"": null, ""adult"": null, ""rom com"": null, ""adult fiction"": null, ""politics"": null}",2026-03-21,success
"You Had Me at Hola (Primas of Power, #1)",Alexis Daria,https://www.goodreads.com/book/show/52886627-you-had-me-at-hola,6941.0,3.67,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""fiction"": null, ""audiobook"": null, ""adult"": null, ""latinx"": null, ""chick lit"": null, ""rom com"": null, ""adult fiction"": null}",2026-03-21,success
In a Holidaze,Christina Lauren,https://www.goodreads.com/book/show/50892287-in-a-holidaze,31089.0,3.65,"{""romance"": null, ""christmas"": null, ""holiday"": null, ""contemporary"": null, ""fiction"": null, ""audiobook"": null, ""contemporary romance"": null, ""chick lit"": null, ""book club"": null, ""adult"": null}",2026-03-21,success
Something to Talk About,Meryl Wilsner,https://www.goodreads.com/book/show/45892636-something-to-talk-about,,,"{""romance"": null, ""lgbt"": null, ""lesbian"": null, ""queer"": null, ""contemporary"": null, ""fiction"": null, ""adult"": null, ""audiobook"": null, ""contemporary romance"": null, ""gay"": null}",2026-03-21,success
"Recipe for Persuasion (The Rajes, #2)",Sonali Dev,https://www.goodreads.com/book/show/52695036-recipe-for-persuasion,1890.0,3.79,"{""romance"": null, ""fiction"": null, ""contemporary"": null, ""audiobook"": null, ""contemporary romance"": null, ""retellings"": null, ""chick lit"": null, ""adult"": null, ""jane austen"": null, ""food"": null}",2026-03-21,success
"Hex, Love, and Rock & Roll (Coven Daughters #1)",Kat Turner,https://www.goodreads.com/book/show/49075360-hex-love-and-rock-roll,96.0,3.97,"{""romance"": null, ""paranormal romance"": null, ""paranormal"": null, ""witches"": null, ""fantasy"": null, ""contemporary"": null, ""magic"": null, ""urban fantasy"": null, ""ebooks"": null, ""contemporary romance"": null}",2026-03-21,success
"The Boyfriend Project (The Boyfriend Project, #1)",Farrah Rochon,https://www.goodreads.com/book/show/52211784-the-boyfriend-project,3433.0,3.58,"{""romance"": null, ""contemporary"": null, ""fiction"": null, ""contemporary romance"": null, ""audiobook"": null, ""adult"": null, ""chick lit"": null, ""rom com"": null, ""adult fiction"": null, ""african american romance"": null}",2026-03-21,success
"Daring and the Duke (The Bareknuckle Bastards, #3)",Sarah MacLean,https://www.goodreads.com/book/show/35855655-daring-and-the-duke,1744.0,3.77,"{""romance"": null, ""historical romance"": null, ""historical"": null, ""historical fiction"": null, ""audiobook"": null, ""fiction"": null, ""adult"": null, ""second chance"": null, ""enemies to lovers"": null, ""regency"": null}",2026-03-21,success
"Bringing Down the Duke (A League of Extraordinary Women, #1)",Evie Dunmore,https://www.goodreads.com/book/show/43521785-bringing-down-the-duke,12162.0,3.92,"{""romance"": null, ""historical fiction"": null, ""historical romance"": null, ""historical"": null, ""fiction"": null, ""adult"": null, ""audiobook"": null, ""chick lit"": null, ""enemies to lovers"": null, ""feminism"": null}",2026-03-21,success
"How to Catch a Queen (Runaway Royals, #1)",Alyssa Cole,https://www.goodreads.com/book/show/52696457-how-to-catch-a-queen,,,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""fiction"": null, ""audiobook"": null, ""adult"": null, ""marriage of convenience"": null, ""royalty"": null, ""adult fiction"": null, ""african american romance"": null}",2026-03-21,success
"Not That Kind of Guy (The Nolans, #2)",Andie J. Christopher,https://www.goodreads.com/book/show/49759888-not-that-kind-of-guy,730.0,3.3,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""fiction"": null, ""audiobook"": null, ""adult"": null, ""rom com"": null, ""chick lit"": null, ""fake dating"": null, ""workplace romance"": null}",2026-03-21,success
"Boyfriend Material (London Calling, #1)",Alexis  Hall,https://www.goodreads.com/book/show/50225678-boyfriend-material,22911.0,3.98,"{""romance"": null, ""lgbt"": null, ""contemporary"": null, ""queer"": null, ""audiobook"": null, ""fiction"": null, ""m m romance"": null, ""adult"": null, ""contemporary romance"": null, ""fake dating"": null}",2026-03-21,success
"The Rakess (Society of Sirens, #1)",Scarlett Peckham,https://www.goodreads.com/book/show/49978975-the-rakess,695.0,3.83,"{""romance"": null, ""historical romance"": null, ""historical"": null, ""historical fiction"": null, ""audiobook"": null, ""fiction"": null, ""adult"": null, ""regency"": null, ""feminism"": null, ""adult fiction"": null}",2026-03-21,success
"Headliners (London Celebrities, #5)",Lucy  Parker,https://www.goodreads.com/book/show/52069082-headliners,592.0,3.95,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""enemies to lovers"": null, ""fiction"": null, ""audiobook"": null, ""adult"": null, ""forced proximity"": null, ""workplace romance"": null, ""chick lit"": null}",2026-03-21,success
"A Heart of Blood and Ashes (A Gathering of Dragons, #1)",Milla Vane,https://www.goodreads.com/book/show/46021762-a-heart-of-blood-and-ashes,1582.0,3.85,"{""fantasy"": null, ""romance"": null, ""fantasy romance"": null, ""enemies to lovers"": null, ""romantasy"": null, ""adult"": null, ""marriage of convenience"": null, ""paranormal"": null, ""audiobook"": null, ""magic"": null}",2026-03-21,success
The Two Lives of Lydia Bird,Josie Silver,https://www.goodreads.com/book/show/42289360-the-two-lives-of-lydia-bird,,,"{""romance"": null, ""fiction"": null, ""contemporary"": null, ""chick lit"": null, ""audiobook"": null, ""adult"": null, ""contemporary romance"": null, ""magical realism"": null, ""adult fiction"": null, ""fantasy"": null}",2026-03-21,success
The Switch,Beth O'Leary,https://www.goodreads.com/book/show/48842183-the-switch,,,"{""romance"": null, ""fiction"": null, ""contemporary"": null, ""audiobook"": null, ""chick lit"": null, ""contemporary romance"": null, ""adult"": null, ""book club"": null, ""adult fiction"": null, ""rom com"": null}",2026-03-21,success
"You May Kiss the Bridesmaid (First Comes Love, #6)",Camilla Isley,https://www.goodreads.com/book/show/48946956-you-may-kiss-the-bridesmaid,,,"{""romance"": null, ""chick lit"": null, ""romantic comedy"": null, ""contemporary"": null, ""humor"": null, ""contemporary romance"": null, ""audiobook"": null, ""forced proximity"": null, ""rom com"": null, ""clean romance"": null}",2026-03-21,success
The Marriage Game,Sara Desai,https://www.goodreads.com/book/show/49831604-the-marriage-game,,,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""fiction"": null, ""adult"": null, ""rom com"": null, ""enemies to lovers"": null, ""audiobook"": null, ""chick lit"": null, ""india"": null}",2026-03-21,success
"The Guy in the Middle (The Underdogs, #3)",Kate  Stewart,https://www.goodreads.com/book/show/40944080-the-guy-in-the-middle,937.0,4.27,"{""romance"": null, ""sports"": null, ""sports romance"": null, ""college"": null, ""new adult"": null, ""second chance"": null, ""contemporary romance"": null, ""college romance"": null, ""contemporary"": null, ""enemies to lovers"": null}",2026-03-21,success
"Engagement and Espionage (Solving for Pie: Cletus and Jenn Mysteries, #1)",Penny Reid,https://www.goodreads.com/book/show/36274099-engagement-and-espionage,990.0,4.18,"{""romance"": null, ""mystery"": null, ""contemporary romance"": null, ""contemporary"": null, ""audiobook"": null, ""fiction"": null, ""cozy mystery"": null, ""adult"": null, ""humor"": null, ""chick lit"": null}",2026-03-21,success
"Island Affair (Keys to Love, #1)",Priscilla Oliveras,https://www.goodreads.com/book/show/49348205-island-affair,1502.0,3.47,"{""romance"": null, ""contemporary"": null, ""fiction"": null, ""contemporary romance"": null, ""fake dating"": null, ""adult"": null, ""chick lit"": null, ""summer"": null, ""audiobook"": null, ""summer reads"": null}",2026-03-21,success
The Rivals,Vi Keeland,https://www.goodreads.com/book/show/53421505-the-rivals,3157.0,4.01,"{""romance"": null, ""enemies to lovers"": null, ""contemporary romance"": null, ""contemporary"": null, ""audiobook"": null, ""adult"": null, ""new adult"": null, ""workplace romance"": null, ""workplace"": null, ""fiction"": null}",2026-03-21,success
"Red, White & Royal Blue",Casey McQuiston,https://www.goodreads.com/book/show/41150487-red-white-royal-blue,128251.0,4.05,"{""romance"": null, ""lgbt"": null, ""contemporary"": null, ""fiction"": null, ""queer"": null, ""young adult"": null, ""audiobook"": null, ""enemies to lovers"": null, ""new adult"": null, ""gay"": null}",2026-03-21,success
"Real Men Knit (Real Men Knit, #1)",Kwana Jackson,https://www.goodreads.com/book/show/51351884-real-men-knit,1969.0,3.26,"{""romance"": null, ""fiction"": null, ""contemporary"": null, ""audiobook"": null, ""contemporary romance"": null, ""adult"": null, ""chick lit"": null, ""friends to lovers"": null, ""knitting"": null, ""adult fiction"": null}",2026-03-21,success
Kiss My Cupcake,Helena Hunting,https://www.goodreads.com/book/show/49089437-kiss-my-cupcake,2726.0,3.85,"{""romance"": null, ""contemporary"": null, ""enemies to lovers"": null, ""contemporary romance"": null, ""audiobook"": null, ""chick lit"": null, ""adult"": null, ""rom com"": null, ""fiction"": null, ""humor"": null}",2026-03-21,success
Dear Enemy,Kristen Callihan,https://www.goodreads.com/book/show/49415471-dear-enemy,3649.0,3.89,"{""romance"": null, ""enemies to lovers"": null, ""contemporary romance"": null, ""contemporary"": null, ""audiobook"": null, ""slow burn"": null, ""new adult"": null, ""adult"": null, ""second chance"": null, ""forced proximity"": null}",2026-03-21,success
"No Offense (Little Bridge Island, #2)",Meg Cabot,https://www.goodreads.com/book/show/48836844-no-offense,,,"{""romance"": null, ""fiction"": null, ""chick lit"": null, ""contemporary"": null, ""audiobook"": null, ""contemporary romance"": null, ""adult"": null, ""adult fiction"": null, ""mystery"": null, ""rom com"": null}",2026-03-21,success
In Case You Missed It,Lindsey Kelk,https://www.goodreads.com/book/show/52227662-in-case-you-missed-it,,,"{""romance"": null, ""chick lit"": null, ""contemporary"": null, ""fiction"": null, ""contemporary romance"": null, ""rom com"": null, ""adult"": null, ""audiobook"": null, ""second chance"": null, ""humor"": null}",2026-03-21,success
"Complicated Moonlight (DCYE, #2)",Lynessa Layne,https://www.goodreads.com/book/show/55196363-complicated-moonlight,,,"{""romance"": null, ""dark romance"": null, ""thriller"": null}",2026-03-21,success
Don't Close Your Eyes,Lynessa James,https://www.goodreads.com/book/show/54352941-don-t-close-your-eyes,,,"{""romance"": null, ""contemporary"": null, ""crime"": null, ""suspense"": null, ""fiction"": null, ""contemporary romance"": null, ""enemies to lovers"": null, ""thriller"": null, ""mystery"": null, ""dark romance"": null}",2026-03-21,success
"Not OK, Cupid",Anna Kaling,https://www.goodreads.com/book/show/51202228-not-ok-cupid,58.0,3.99,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""chick lit"": null, ""fiction"": null, ""adult"": null, ""rom com"": null, ""m f romance"": null}",2026-03-21,success
Heart Bones,Colleen Hoover,https://www.goodreads.com/book/show/51007311-heart-bones,46891.0,4.2,"{""romance"": null, ""colleen hoover"": null, ""contemporary"": null, ""fiction"": null, ""new adult"": null, ""summer"": null, ""young adult"": null, ""contemporary romance"": null, ""summer reads"": null, ""audiobook"": null}",2026-03-21,success
Dance Away with Me,Susan Elizabeth Phillips,https://www.goodreads.com/book/show/51897193-dance-away-with-me,,,"{""romance"": null, ""contemporary romance"": null, ""contemporary"": null, ""fiction"": null, ""chick lit"": null, ""audiobook"": null, ""adult"": null, ""adult fiction"": null, ""enemies to lovers"": null, ""marriage of convenience"": null}",2026-03-21,success
"The Lord I Left (The Secrets of Charlotte Street, #3)",Scarlett Peckham,https://www.goodreads.com/book/show/52144611-the-lord-i-left,371.0,3.82,"{""romance"": null, ""historical romance"": null, ""historical"": null, ""historical fiction"": null, ""audiobook"": null, ""forced proximity"": null, ""fiction"": null, ""slow burn"": null, ""adult"": null, ""road trip"": null}",2026-03-21,success
By the Book,Amanda Sellet,https://www.goodreads.com/book/show/45861077-by-the-book,1748.0,3.49,"{""romance"": null, ""young adult"": null, ""contemporary"": null, ""fiction"": null, ""books about books"": null, ""audiobook"": null, ""young adult romance"": null, ""contemporary romance"": null, ""young adult contemporary"": null, ""realistic fiction"": null}",2026-03-21,success
"A Sweet Mess (A Sweet Mess, #1)",Jayci Lee,https://www.goodreads.com/book/show/51164758-a-sweet-mess,1359.0,3.38,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""audiobook"": null, ""fiction"": null, ""adult"": null, ""chick lit"": null, ""rom com"": null, ""food"": null, ""enemies to lovers"": null}",2026-03-21,success
"Whatever It Takes (Bad Reputation Duet, #1)",Krista Ritchie,https://www.goodreads.com/book/show/52142931-whatever-it-takes,1785.0,4.09,"{""romance"": null, ""friends to lovers"": null, ""new adult"": null, ""contemporary"": null, ""contemporary romance"": null, ""college"": null, ""high school"": null, ""found family"": null, ""college romance"": null, ""audiobook"": null}",2026-03-21,success
"To Have and to Hoax (The Regency Vows, #1)",Martha Waters,https://www.goodreads.com/book/show/49519916-to-have-and-to-hoax,,,"{""romance"": null, ""historical romance"": null, ""historical fiction"": null, ""historical"": null, ""fiction"": null, ""regency"": null, ""audiobook"": null, ""adult"": null, ""chick lit"": null, ""regency romance"": null}",2026-03-21,success
Playing with Fire,L.J. Shen,https://www.goodreads.com/book/show/48854978-playing-with-fire,4605.0,4.16,"{""romance"": null, ""new adult"": null, ""college"": null, ""contemporary"": null, ""enemies to lovers"": null, ""contemporary romance"": null, ""college romance"": null, ""friends to lovers"": null, ""sports romance"": null, ""sports"": null}",2026-03-21,success
"Wherever You Are (Bad Reputation Duet, #2)",Krista Ritchie,https://www.goodreads.com/book/show/52142589-wherever-you-are,1511.0,4.24,"{""romance"": null, ""friends to lovers"": null, ""new adult"": null, ""contemporary"": null, ""contemporary romance"": null, ""college"": null, ""found family"": null, ""audiobook"": null, ""abuse"": null, ""college romance"": null}",2026-03-21,success
My Favorite Souvenir,Penelope Ward,https://www.goodreads.com/book/show/51477556-my-favorite-souvenir,,,"{""romance"": null, ""contemporary romance"": null, ""audiobook"": null, ""contemporary"": null, ""friends to lovers"": null, ""slow burn"": null, ""road trip"": null, ""adult"": null, ""music"": null, ""fiction"": null}",2026-03-21,success
"Yours in Scandal (Man of the Year, #1)",Lauren Layne,https://www.goodreads.com/book/show/50001150-yours-in-scandal,,,"{""romance"": null, ""contemporary romance"": null, ""contemporary"": null, ""audiobook"": null, ""politics"": null, ""fiction"": null, ""chick lit"": null, ""adult"": null, ""forbidden romance"": null, ""workplace romance"": null}",2026-03-21,success
Grown-Up Pose,Sonya Lalli,https://www.goodreads.com/book/show/51174125-grown-up-pose,346.0,3.43,"{""romance"": null, ""fiction"": null, ""contemporary"": null, ""adult"": null, ""audiobook"": null, ""chick lit"": null, ""adult fiction"": null, ""contemporary romance"": null, ""canada"": null, ""realistic fiction"": null}",2026-03-21,success
"Charming Like Us (Like Us, #7)",Krista Ritchie,https://www.goodreads.com/book/show/45837810-charming-like-us,1231.0,3.92,"{""romance"": null, ""m m romance"": null, ""contemporary"": null, ""lgbt"": null, ""friends to lovers"": null, ""new adult"": null, ""contemporary romance"": null, ""audiobook"": null, ""adult"": null, ""bodyguard romance"": null}",2026-03-21,success
Hearts on Hold,Charish Reid,https://www.goodreads.com/book/show/52051179-hearts-on-hold,203.0,3.79,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""fiction"": null, ""adult"": null, ""m f romance"": null, ""interracial romance"": null, ""audiobook"": null, ""steamy"": null, ""chick lit"": null}",2026-03-21,success
Hotshot Doc,R.S. Grey,https://www.goodreads.com/book/show/42439949-hotshot-doc,1944.0,4.04,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""enemies to lovers"": null, ""new adult"": null, ""doctors"": null, ""adult"": null, ""rom com"": null, ""workplace romance"": null, ""slow burn"": null}",2026-03-21,success
Only Mostly Devastated,Sophie Gonzales,https://www.goodreads.com/book/show/45046743-only-mostly-devastated,5842.0,3.93,"{""romance"": null, ""lgbt"": null, ""young adult"": null, ""contemporary"": null, ""queer"": null, ""fiction"": null, ""audiobook"": null, ""gay"": null, ""young adult contemporary"": null, ""m m romance"": null}",2026-03-21,success
"A Cowboy to Remember (Cowboys of California, #1)",Rebekah Weatherspoon,https://www.goodreads.com/book/show/46128399-a-cowboy-to-remember,482.0,3.68,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""fiction"": null, ""second chance"": null, ""westerns"": null, ""adult"": null, ""audiobook"": null, ""second chance romance"": null, ""friends to lovers"": null}",2026-03-21,success
From Alaska With Love,Ally James,https://www.goodreads.com/book/show/46265249-from-alaska-with-love,,,,2026-03-21,error_503
"Kind of Famous (Flirting with Fame, #3)",Mary Ann Marlowe,https://www.goodreads.com/book/show/52164094-kind-of-famous,,,"{""romance"": null, ""contemporary"": null, ""chick lit"": null, ""music"": null, ""celebrity"": null}",2026-03-21,success
"Don't Go Stealing My Heart (Showmen, #2)",Kelly Siskind,https://www.goodreads.com/book/show/49092076-don-t-go-stealing-my-heart,432.0,3.68,"{""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""rom com"": null, ""adult"": null, ""chick lit"": null, ""fiction"": null, ""audiobook"": null, ""ebooks"": null, ""music"": null}",2026-03-21,success
"Mad Love (DCYE, #3)",Lynessa Layne,https://www.goodreads.com/book/show/55961601-mad-love,,,"{""romance"": null, ""thriller"": null}",2026-03-21,success
"Of Curses and Kisses (St. Rosetta's Academy, #1)",Sandhya Menon,https://www.goodreads.com/book/show/43985469-of-curses-and-kisses,2134.0,3.42,"{""romance"": null, ""young adult"": null, ""contemporary"": null, ""retellings"": null, ""fantasy"": null, ""fiction"": null, ""audiobook"": null, ""enemies to lovers"": null, ""young adult romance"": null, ""young adult contemporary"": null}",2026-03-21,success
"Sure Shot (Brooklyn, #4)",Sarina Bowen,https://www.goodreads.com/book/show/49986677-sure-shot,710.0,4.13,"{""romance"": null, ""sports romance"": null, ""sports"": null, ""hockey"": null, ""contemporary"": null, ""contemporary romance"": null, ""second chance"": null, ""hockey romance"": null, ""audiobook"": null, ""second chance romance"": null}",2026-03-21,success
She's Faking It,Kristin Rockaway,https://www.goodreads.com/book/show/51797993-she-s-faking-it,,,"{""romance"": null, ""contemporary"": null, ""chick lit"": null, ""fiction"": null, ""audiobook"": null, ""adult"": null, ""rom com"": null, ""womens fiction"": null, ""contemporary romance"": null, ""summer"": null}",2026-03-21,success
Crushing It,Lorelei Parker,https://www.goodreads.com/book/show/48992395-crushing-it,367.0,3.47,"{""romance"": null, ""contemporary"": null, ""chick lit"": null, ""fiction"": null, ""adult"": null, ""contemporary romance"": null, ""audiobook"": null, ""travel"": null, ""rom com"": null, ""ebooks"": null}",2026-03-21,success
"Exposed (VIP, #4)",Kristen Callihan,https://www.goodreads.com/book/show/44418486-exposed,1342.0,4.02,"{""romance"": null, ""contemporary romance"": null, ""enemies to lovers"": null, ""contemporary"": null, ""music"": null, ""audiobook"": null, ""friends to lovers"": null, ""new adult"": null, ""musicians"": null, ""adult"": null}",2026-03-21,success
"Chasing Pebbles (Without Filter, #1)",Felicia Blaedel,https://www.goodreads.com/book/show/53266359-chasing-pebbles,,,"{""romance"": null, ""contemporary"": null, ""new adult"": null, ""friends to lovers"": null, ""ebooks"": null, ""amazon"": null, ""contemporary romance"": null}",2026-03-21,success
"All the Lies (Lies & Truths Duet, #1)",Rina Kent,https://www.goodreads.com/book/show/50530098-all-the-lies,,,"{""dark romance"": null, ""romance"": null, ""enemies to lovers"": null, ""dark"": null, ""new adult"": null, ""college"": null, ""contemporary"": null, ""college romance"": null, ""mystery"": null, ""audiobook"": null}",2026-03-21,success
A Taste of Sage,Yaffa S. Santos,https://www.goodreads.com/book/show/50512447-a-taste-of-sage,,,"{""romance"": null, ""contemporary"": null, ""fiction"": null, ""contemporary romance"": null, ""audiobook"": null, ""adult"": null, ""food"": null, ""chick lit"": null, ""magical realism"": null, ""adult fiction"": null}",2026-03-21,success
