book_title,author,goodreads_url,reviews_count,avg_rating,shelves
Beach Read,Emily Henry,https://www.goodreads.com/book/show/52867387-beach-read,,,
"You Deserve Each Other (You Deserve Each Other, #1)",Sarah Hogle,https://www.goodreads.com/book/show/50027029-you-deserve-each-other,,,
The Honey-Don't List,Christina Lauren,https://www.goodreads.com/book/show/51086670-the-honey-don-t-list,,,
"The Happy Ever After Playlist (The Friend Zone, #2)",Abby Jimenez,https://www.goodreads.com/book/show/50208350-the-happy-ever-after-playlist,,,
If I Never Met You,Mhairi McFarlane,https://www.goodreads.com/book/show/51213487-if-i-never-met-you,,,
"Love Her or Lose Her (Hot & Hammered, #2)",Tessa Bailey,https://www.goodreads.com/book/show/44148563-love-her-or-lose-her,,,
"Take a Hint, Dani Brown (The Brown Sisters, #2)",Talia Hibbert,https://www.goodreads.com/book/show/49976087-take-a-hint-dani-brown,,,
"Undercover Bromance (Bromance Book Club, #2)",Lyssa Kay Adams,https://www.goodreads.com/book/show/52655000-undercover-bromance,,,
The Worst Best Man,Mia Sosa,https://www.goodreads.com/book/show/43801254-the-worst-best-man,,,
"Marriage on Madison Avenue (Central Park Pact, #3)",Lauren Layne,https://www.goodreads.com/book/show/52352068-marriage-on-madison-avenue,,,
"Wild at Heart (Wild, #2)",K.A. Tucker,https://www.goodreads.com/book/show/53024322-wild-at-heart,,,
Love Lettering,Kate Clayborn,https://www.goodreads.com/book/show/44792512-love-lettering,,,
"The Tourist Attraction (Moose Springs, Alaska, #1)",Sarah Morgenthaler,https://www.goodreads.com/book/show/43352294-the-tourist-attraction,,,
Second First Impressions,Sally  Thorne,https://www.goodreads.com/book/show/45553600-second-first-impressions,,,
"Girl Gone Viral (Modern Love, #2)",Alisha Rai,https://www.goodreads.com/book/show/44148565-girl-gone-viral,,,
"The Trouble with Hating You (The Trouble with Hating You, #1)",Sajni Patel,https://www.goodreads.com/book/show/49624654-the-trouble-with-hating-you,,,
"Well Played (Well Met, #2)",Jen DeLuca,https://www.goodreads.com/book/show/50089191-well-played,,,
"From Thailand with Love (First Comes Love, #5)",Camilla Isley,https://www.goodreads.com/book/show/48529482-from-thailand-with-love,,,
"Chasing Cassandra (The Ravenels, #6)",Lisa Kleypas,https://www.goodreads.com/book/show/44285731-chasing-cassandra,,,
"A Rogue of One's Own (A League of Extraordinary Women, #2)",Evie Dunmore,https://www.goodreads.com/book/show/52278666-a-rogue-of-one-s-own,,,
The Roommate (Shameless #1),Rosie Danan,https://www.goodreads.com/book/show/45023611-the-roommate,,,
Love Your Life,Sophie Kinsella,https://www.goodreads.com/book/show/53479913-love-your-life,,,
Someday in Paris,Olivia Lara,https://www.goodreads.com/book/show/48761179-someday-in-paris,,,
"Party of Two (The Wedding Date, #5)",Jasmine Guillory,https://www.goodreads.com/book/show/49099926-party-of-two,,,
"You Had Me at Hola (Primas of Power, #1)",Alexis Daria,https://www.goodreads.com/book/show/52886627-you-had-me-at-hola,,,
In a Holidaze,Christina Lauren,https://www.goodreads.com/book/show/50892287-in-a-holidaze,,,
Something to Talk About,Meryl Wilsner,https://www.goodreads.com/book/show/45892636-something-to-talk-about,,,
"Recipe for Persuasion (The Rajes, #2)",Sonali Dev,https://www.goodreads.com/book/show/52695036-recipe-for-persuasion,,,
"Hex, Love, and Rock & Roll (Coven Daughters #1)",Kat Turner,https://www.goodreads.com/book/show/49075360-hex-love-and-rock-roll,,,
"The Boyfriend Project (The Boyfriend Project, #1)",Farrah Rochon,https://www.goodreads.com/book/show/52211784-the-boyfriend-project,,,
"Daring and the Duke (The Bareknuckle Bastards, #3)",Sarah MacLean,https://www.goodreads.com/book/show/35855655-daring-and-the-duke,,,
"Bringing Down the Duke (A League of Extraordinary Women, #1)",Evie Dunmore,https://www.goodreads.com/book/show/43521785-bringing-down-the-duke,,,
"How to Catch a Queen (Runaway Royals, #1)",Alyssa Cole,https://www.goodreads.com/book/show/52696457-how-to-catch-a-queen,,,
"Not That Kind of Guy (The Nolans, #2)",Andie J. Christopher,https://www.goodreads.com/book/show/49759888-not-that-kind-of-guy,,,
"Boyfriend Material (London Calling, #1)",Alexis  Hall,https://www.goodreads.com/book/show/50225678-boyfriend-material,,,
"The Rakess (Society of Sirens, #1)",Scarlett Peckham,https://www.goodreads.com/book/show/49978975-the-rakess,,,
"Headliners (London Celebrities, #5)",Lucy  Parker,https://www.goodreads.com/book/show/52069082-headliners,,,
"A Heart of Blood and Ashes (A Gathering of Dragons, #1)",Milla Vane,https://www.goodreads.com/book/show/46021762-a-heart-of-blood-and-ashes,,,
The Two Lives of Lydia Bird,Josie Silver,https://www.goodreads.com/book/show/42289360-the-two-lives-of-lydia-bird,,,
The Switch,Beth O'Leary,https://www.goodreads.com/book/show/48842183-the-switch,,,
"You May Kiss the Bridesmaid (First Comes Love, #6)",Camilla Isley,https://www.goodreads.com/book/show/48946956-you-may-kiss-the-bridesmaid,,,
The Marriage Game,Sara Desai,https://www.goodreads.com/book/show/49831604-the-marriage-game,,,
"The Guy in the Middle (The Underdogs, #3)",Kate  Stewart,https://www.goodreads.com/book/show/40944080-the-guy-in-the-middle,,,
"Engagement and Espionage (Solving for Pie: Cletus and Jenn Mysteries, #1)",Penny Reid,https://www.goodreads.com/book/show/36274099-engagement-and-espionage,,,
"Island Affair (Keys to Love, #1)",Priscilla Oliveras,https://www.goodreads.com/book/show/49348205-island-affair,,,
The Rivals,Vi Keeland,https://www.goodreads.com/book/show/53421505-the-rivals,,,
"Red, White & Royal Blue",Casey McQuiston,https://www.goodreads.com/book/show/41150487-red-white-royal-blue,,,
"Real Men Knit (Real Men Knit, #1)",Kwana Jackson,https://www.goodreads.com/book/show/51351884-real-men-knit,,,
Kiss My Cupcake,Helena Hunting,https://www.goodreads.com/book/show/49089437-kiss-my-cupcake,,,
Dear Enemy,Kristen Callihan,https://www.goodreads.com/book/show/49415471-dear-enemy,,,
"No Offense (Little Bridge Island, #2)",Meg Cabot,https://www.goodreads.com/book/show/48836844-no-offense,,,
In Case You Missed It,Lindsey Kelk,https://www.goodreads.com/book/show/52227662-in-case-you-missed-it,,,
"Complicated Moonlight (DCYE, #2)",Lynessa Layne,https://www.goodreads.com/book/show/55196363-complicated-moonlight,,,
Don't Close Your Eyes,Lynessa James,https://www.goodreads.com/book/show/54352941-don-t-close-your-eyes,,,
"Not OK, Cupid",Anna Kaling,https://www.goodreads.com/book/show/51202228-not-ok-cupid,,,
Heart Bones,Colleen Hoover,https://www.goodreads.com/book/show/51007311-heart-bones,,,
Dance Away with Me,Susan Elizabeth Phillips,https://www.goodreads.com/book/show/51897193-dance-away-with-me,,,
"The Lord I Left (The Secrets of Charlotte Street, #3)",Scarlett Peckham,https://www.goodreads.com/book/show/52144611-the-lord-i-left,,,
By the Book,Amanda Sellet,https://www.goodreads.com/book/show/45861077-by-the-book,,,
"A Sweet Mess (A Sweet Mess, #1)",Jayci Lee,https://www.goodreads.com/book/show/51164758-a-sweet-mess,,,
"Whatever It Takes (Bad Reputation Duet, #1)",Krista Ritchie,https://www.goodreads.com/book/show/52142931-whatever-it-takes,,,
"To Have and to Hoax (The Regency Vows, #1)",Martha Waters,https://www.goodreads.com/book/show/49519916-to-have-and-to-hoax,,,
Playing with Fire,L.J. Shen,https://www.goodreads.com/book/show/48854978-playing-with-fire,,,
"Wherever You Are (Bad Reputation Duet, #2)",Krista Ritchie,https://www.goodreads.com/book/show/52142589-wherever-you-are,,,
My Favorite Souvenir,Penelope Ward,https://www.goodreads.com/book/show/51477556-my-favorite-souvenir,,,
"Yours in Scandal (Man of the Year, #1)",Lauren Layne,https://www.goodreads.com/book/show/50001150-yours-in-scandal,,,
Grown-Up Pose,Sonya Lalli,https://www.goodreads.com/book/show/51174125-grown-up-pose,,,
"Charming Like Us (Like Us, #7)",Krista Ritchie,https://www.goodreads.com/book/show/45837810-charming-like-us,,,
Hearts on Hold,Charish Reid,https://www.goodreads.com/book/show/52051179-hearts-on-hold,,,
Hotshot Doc,R.S. Grey,https://www.goodreads.com/book/show/42439949-hotshot-doc,,,
Only Mostly Devastated,Sophie Gonzales,https://www.goodreads.com/book/show/45046743-only-mostly-devastated,,,
"A Cowboy to Remember (Cowboys of California, #1)",Rebekah Weatherspoon,https://www.goodreads.com/book/show/46128399-a-cowboy-to-remember,,,
From Alaska With Love,Ally James,https://www.goodreads.com/book/show/46265249-from-alaska-with-love,,,
"Kind of Famous (Flirting with Fame, #3)",Mary Ann Marlowe,https://www.goodreads.com/book/show/52164094-kind-of-famous,,,
"Don't Go Stealing My Heart (Showmen, #2)",Kelly Siskind,https://www.goodreads.com/book/show/49092076-don-t-go-stealing-my-heart,,,
"Mad Love (DCYE, #3)",Lynessa Layne,https://www.goodreads.com/book/show/55961601-mad-love,,,
"Of Curses and Kisses (St. Rosetta's Academy, #1)",Sandhya Menon,https://www.goodreads.com/book/show/43985469-of-curses-and-kisses,,,
"Sure Shot (Brooklyn, #4)",Sarina Bowen,https://www.goodreads.com/book/show/49986677-sure-shot,,,
She's Faking It,Kristin Rockaway,https://www.goodreads.com/book/show/51797993-she-s-faking-it,,,
Crushing It,Lorelei Parker,https://www.goodreads.com/book/show/48992395-crushing-it,,,
"Exposed (VIP, #4)",Kristen Callihan,https://www.goodreads.com/book/show/44418486-exposed,,,
"Chasing Pebbles (Without Filter, #1)",Felicia Blaedel,https://www.goodreads.com/book/show/53266359-chasing-pebbles,,,
"All the Lies (Lies & Truths Duet, #1)",Rina Kent,https://www.goodreads.com/book/show/50530098-all-the-lies,,,
A Taste of Sage,Yaffa S. Santos,https://www.goodreads.com/book/show/50512447-a-taste-of-sage,,,
"A Favor for a Favor (All In, #2)",Helena Hunting,https://www.goodreads.com/book/show/50155745-a-favor-for-a-favor,,,
"A Touch of Stone and Snow (A Gathering of Dragons, #2)",Milla Vane,https://www.goodreads.com/book/show/48646570-a-touch-of-stone-and-snow,,,
"Munro (Immortals After Dark, #18)",Kresley Cole,https://www.goodreads.com/book/show/40677587-munro,,,
One Hot Italian Summer,Karina Halle,https://www.goodreads.com/book/show/54742427-one-hot-italian-summer,,,
What I Like About You,Marisa Kanter,https://www.goodreads.com/book/show/51932743-what-i-like-about-you,,,
"Down and Dirty (Hot Jocks, #5)",Kendall Ryan,https://www.goodreads.com/book/show/45162878-down-and-dirty,,,
How to Fail at Flirting,Denise  Williams,https://www.goodreads.com/book/show/52057698-how-to-fail-at-flirting,,,
"A Secret for a Secret (All In, #3)",Helena Hunting,https://www.goodreads.com/book/show/49091311-a-secret-for-a-secret,,,
"Sticking to Emma Daniels (Romantic Comedy Catastrophe, #1)",Elle Weston,https://www.goodreads.com/book/show/54763691-sticking-to-emma-daniels,,,
"Get a Life, Chloe Brown (The Brown Sisters, #1)",Talia Hibbert,https://www.goodreads.com/book/show/43884209-get-a-life-chloe-brown,,,
