book_title,author,goodreads_url,reviews_count,avg_rating,shelves
Happy Place,Emily Henry,https://www.goodreads.com/book/show/61718053-happy-place,,,
"Love, Theoretically",Ali Hazelwood,https://www.goodreads.com/book/show/61326735-love-theoretically,,,
"Yours Truly (Part of Your World, #2)",Abby Jimenez,https://www.goodreads.com/book/show/61918816-yours-truly,,,
"Secretly Yours (A Vine Mess, #1)",Tessa Bailey,https://www.goodreads.com/book/show/61109599-secretly-yours,,,
Knot So Lucky (Destination Love #1),Trilina Pucci,https://www.goodreads.com/book/show/75381318-knot-so-lucky,,,
"Things We Hide from the Light (Knockemout, #2)",Lucy Score,https://www.goodreads.com/book/show/62022434-things-we-hide-from-the-light,,,
"Final Offer (Dreamland Billionaires, #3)",Lauren Asher,https://www.goodreads.com/book/show/61681786-final-offer,,,
"Practice Makes Perfect (When in Rome, #2)",Sarah       Adams,https://www.goodreads.com/book/show/61897968-practice-makes-perfect,,,
"Things We Left Behind (Knockemout, #3)",Lucy Score,https://www.goodreads.com/book/show/116536542-things-we-left-behind,,,
"Unfortunately Yours  (A Vine Mess, #2)",Tessa Bailey,https://www.goodreads.com/book/show/62365891-unfortunately-yours,,,
"King of Pride (Kings of Sin, #2)",Ana Huang,https://www.goodreads.com/book/show/62994279-king-of-pride,,,
"The Love Wager (Mr. Wrong Number, #2)",Lynn Painter,https://www.goodreads.com/book/show/60487511-the-love-wager,,,
"Highest Bidder (Salacious Players Club, #5)",Sara Cate,https://www.goodreads.com/book/show/62322599-highest-bidder,,,
"Not in a Billion Years (True Love, #1)",Camilla Isley,https://www.goodreads.com/book/show/174186566-not-in-a-billion-years,,,
"Jasper Vale (The Edens, #4)",Devney Perry,https://www.goodreads.com/book/show/61431600-jasper-vale,,,
"If Only You (Bergman Brothers, #6)",Chloe Liese,https://www.goodreads.com/book/show/75677471-if-only-you,,,
"Georgie, All Along",Kate Clayborn,https://www.goodreads.com/book/show/60604190-georgie-all-along,,,
"Powerless  (Chestnut Springs, #3)",Elsie Silver,https://www.goodreads.com/book/show/63031640-powerless,,,
Meet Me at the Lake,Carley Fortune,https://www.goodreads.com/book/show/61797464-meet-me-at-the-lake,,,
"The Love Theorem (First Comes Love, #4)",Camilla Isley,https://www.goodreads.com/book/show/123788273-the-love-theorem,,,
The True Love Experiment,Christina Lauren,https://www.goodreads.com/book/show/62361081-the-true-love-experiment,,,
Check & Mate,Ali Hazelwood,https://www.goodreads.com/book/show/60683957-check-mate,,,
"Exes and O's (The Influencer, #2)",Amy  Lea,https://www.goodreads.com/book/show/60878143-exes-and-o-s,,,
Business or Pleasure,Rachel Lynn Solomon,https://www.goodreads.com/book/show/62710608-business-or-pleasure,,,
"The Long Game (Green Oak, #1)",Elena  Armas,https://www.goodreads.com/book/show/101144869-the-long-game,,,
Too Wrong to Be Right,Melonie Johnson,https://www.goodreads.com/book/show/60784580-too-wrong-to-be-right,,,
Hello Stranger,Katherine Center,https://www.goodreads.com/book/show/61884987-hello-stranger,,,
The Seven Year Slip,Ashley Poston,https://www.goodreads.com/book/show/62926938-the-seven-year-slip,,,
