book_title,author,goodreads_url,reviews_count,avg_rating,shelves,date_scraped,status
"Unhinged (Necessary Evils, #1)",Onley James,https://www.goodreads.com/book/show/58415294-unhinged,3117.0,4.07,"{""m m romance"": null, ""romance"": null, ""dark romance"": null, ""dark"": null, ""lgbt"": null, ""contemporary"": null, ""audiobook"": null, ""crime"": null, ""queer"": null, ""bdsm"": null}",2026-03-21,success
"Just a Bit Bossy (Straight Guys, #12)",Alessandra Hazard,https://www.goodreads.com/book/show/56238428-just-a-bit-bossy,1465.0,4.18,"{""m m romance"": null, ""enemies to lovers"": null, ""romance"": null, ""contemporary"": null, ""lgbt"": null, ""gay for you"": null, ""contemporary romance"": null, ""gay"": null, ""erotica"": null, ""adult"": null}",2026-03-21,success
Winter's Orbit,Everina Maxwell,https://www.goodreads.com/book/show/53320169-winter-s-orbit,,,"{""science fiction"": null, ""romance"": null, ""lgbt"": null, ""queer"": null, ""fantasy"": null, ""fiction"": null, ""adult"": null, ""audiobook"": null, ""m m romance"": null, ""space opera"": null}",2026-03-21,success
Other Half (PsyCop #12),Jordan Castillo Price,https://www.goodreads.com/book/show/56415811-other-half,187.0,4.37,"{""paranormal"": null, ""m m romance"": null, ""mystery"": null, ""ghosts"": null, ""romance"": null, ""urban fantasy"": null, ""fantasy"": null, ""audiobook"": null, ""lgbt"": null, ""contemporary"": null}",2026-03-21,success
Chrysalis (The Formicary #1),S.E. Harmon,https://www.goodreads.com/book/show/58769717-chrysalis,346.0,4.16,"{""m m romance"": null, ""romance"": null, ""second chance"": null, ""mystery"": null, ""contemporary"": null, ""science fiction"": null, ""audiobook"": null, ""suspense"": null, ""crime"": null, ""lgbt"": null}",2026-03-21,success
"Soul Eater (Monstrous, #1)",Lily Mayne,https://www.goodreads.com/book/show/58114709-soul-eater,4022.0,4.22,"{""fantasy"": null, ""m m romance"": null, ""romance"": null, ""paranormal"": null, ""dystopia"": null, ""lgbt"": null, ""monsters"": null, ""monster romance"": null, ""queer"": null, ""audiobook"": null}",2026-03-21,success
"Breakaway (Reigns Brothers, #1)",Kindle Alexander,https://www.goodreads.com/book/show/56681548-breakaway,266.0,4.11,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""lgbt"": null, ""sports"": null, ""contemporary romance"": null, ""sports romance"": null, ""emotional"": null, ""m m contemporary"": null, ""bisexual"": null}",2026-03-21,success
"Dark Flame (Flame Born, #1)",Kat Silver,https://www.goodreads.com/book/show/55207946-dark-flame,261.0,4.1,"{""m m romance"": null, ""fantasy"": null, ""paranormal"": null, ""vampires"": null, ""romance"": null, ""shapeshifters"": null, ""urban fantasy"": null, ""magic"": null, ""enemies to lovers"": null, ""lgbt"": null}",2026-03-21,success
Must Love Demons (Magic Emporium; Much Ado About Demons #1),Meghan Maslow,https://www.goodreads.com/book/show/56609968-must-love-demons,229.0,4.27,"{""fantasy"": null, ""m m romance"": null, ""romance"": null, ""paranormal"": null, ""demons"": null, ""magic"": null, ""mystery"": null, ""shapeshifters"": null, ""lgbt"": null, ""enemies to lovers"": null}",2026-03-21,success
"Wonderstruck (Magic in Manhattan, #3)",Allie Therin,https://www.goodreads.com/book/show/55475835-wonderstruck,313.0,4.22,"{""romance"": null, ""fantasy"": null, ""historical"": null, ""paranormal"": null, ""m m romance"": null, ""audiobook"": null, ""lgbt"": null, ""historical fiction"": null, ""magic"": null, ""queer"": null}",2026-03-21,success
"The Quarterback (The Team, #2)",Tal Bauer,https://www.goodreads.com/book/show/58690745-the-quarterback,917.0,4.19,"{""m m romance"": null, ""sports"": null, ""romance"": null, ""friends to lovers"": null, ""sports romance"": null, ""lgbt"": null, ""contemporary"": null, ""college"": null, ""football"": null, ""slow burn"": null}",2026-03-21,success
Winter Waites (Aster Valley #0.5),Lucy Lennox,https://www.goodreads.com/book/show/56403174-winter-waites,409.0,4.22,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""novella"": null, ""music"": null, ""lgbt"": null, ""musicians"": null, ""audiobook"": null, ""contemporary romance"": null, ""short stories"": null}",2026-03-21,success
The Boy Who Loved Wicked,C.P.  Harris,https://www.goodreads.com/book/show/56858318-the-boy-who-loved-wicked,,,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""high school"": null, ""lgbt"": null, ""college"": null, ""slow burn"": null, ""new adult"": null, ""forbidden romance"": null, ""contemporary romance"": null}",2026-03-21,success
"Puck Drills & Quick Thrills (CU Hockey, #5)",Eden Finley,https://www.goodreads.com/book/show/58405132-puck-drills-quick-thrills,1563.0,4.18,"{""m m romance"": null, ""romance"": null, ""sports"": null, ""hockey"": null, ""sports romance"": null, ""lgbt"": null, ""contemporary"": null, ""college"": null, ""audiobook"": null, ""enemies to lovers"": null}",2026-03-21,success
"Familiar Beginnings (Demon Magic, #2)",Alice  Winters,https://www.goodreads.com/book/show/48662089-familiar-beginnings,340.0,4.44,"{""m m romance"": null, ""paranormal"": null, ""fantasy"": null, ""magic"": null, ""romance"": null, ""demons"": null, ""urban fantasy"": null, ""humor"": null, ""audiobook"": null, ""paranormal romance"": null}",2026-03-21,success
"Muscle and Bone (Breaking Tradition, #1)",Mary Calmes,https://www.goodreads.com/book/show/57511879-muscle-and-bone,406.0,4.1,"{""m m romance"": null, ""shapeshifters"": null, ""paranormal"": null, ""omegaverse"": null, ""romance"": null, ""fantasy"": null, ""contemporary"": null, ""audiobook"": null, ""paranormal romance"": null, ""lgbt"": null}",2026-03-21,success
"Scoring With Him (Men of Summer, #1)",Lauren Blakely,https://www.goodreads.com/book/show/57825462-scoring-with-him,,,"{""m m romance"": null, ""sports"": null, ""romance"": null, ""sports romance"": null, ""contemporary"": null, ""audiobook"": null, ""lgbt"": null, ""baseball"": null, ""friends to lovers"": null, ""contemporary romance"": null}",2026-03-21,success
"Heartscape (Vino & Veritas, #2)",Garrett Leigh,https://www.goodreads.com/book/show/56403162-heartscape,621.0,3.99,"{""romance"": null, ""m m romance"": null, ""contemporary"": null, ""audiobook"": null, ""lgbt"": null, ""friends to lovers"": null, ""contemporary romance"": null, ""mental health"": null, ""queer"": null, ""fiction"": null}",2026-03-21,success
Feuds and Reckless Fury,K. Webster,https://www.goodreads.com/book/show/57974870-feuds-and-reckless-fury,561.0,3.99,"{""m m romance"": null, ""enemies to lovers"": null, ""romance"": null, ""contemporary"": null, ""high school"": null, ""audiobook"": null, ""new adult"": null, ""lgbt"": null, ""sports"": null, ""young adult"": null}",2026-03-21,success
"Of Secrets and Wolves (Winsford Shifters, #1)",Alice  Winters,https://www.goodreads.com/book/show/56678706-of-secrets-and-wolves,,,"{""m m romance"": null, ""paranormal"": null, ""shapeshifters"": null, ""fantasy"": null, ""romance"": null, ""audiobook"": null, ""urban fantasy"": null, ""lgbt"": null, ""mystery"": null, ""humor"": null}",2026-03-21,success
Wish (Scales 'n' Spells #2.5),A.J. Sherwood,https://www.goodreads.com/book/show/56634892-wish,,,"{""fantasy"": null, ""m m romance"": null, ""dragons"": null, ""romance"": null, ""paranormal"": null, ""magic"": null, ""shapeshifters"": null, ""audiobook"": null, ""novella"": null, ""paranormal romance"": null}",2026-03-21,success
"The Charm Offensive (The Charm Offensive, #1)",Alison Cochrun,https://www.goodreads.com/book/show/56898248-the-charm-offensive,15461.0,4.09,"{""romance"": null, ""lgbt"": null, ""queer"": null, ""contemporary"": null, ""fiction"": null, ""audiobook"": null, ""adult"": null, ""contemporary romance"": null, ""m m romance"": null, ""mental health"": null}",2026-03-21,success
"Dare You (Dare to Try, #1)",Ella Frank,https://www.goodreads.com/book/show/58502262-dare-you,641.0,4.23,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""friends to lovers"": null, ""gay for you"": null, ""lgbt"": null, ""firefighters"": null, ""contemporary romance"": null, ""gay"": null, ""audiobook"": null}",2026-03-21,success
The Cuckoo's Call,Lily Morton,https://www.goodreads.com/book/show/59580610-the-cuckoo-s-call,531.0,4.36,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""lgbt"": null, ""humor"": null, ""contemporary romance"": null, ""audiobook"": null, ""queer"": null, ""gay"": null, ""m m contemporary"": null}",2026-03-21,success
"Dragon Ever After (Here Be Dragons, #1)",Louisa Masters,https://www.goodreads.com/book/show/58167570-dragon-ever-after,504.0,4.2,"{""fantasy"": null, ""m m romance"": null, ""paranormal"": null, ""romance"": null, ""dragons"": null, ""shapeshifters"": null, ""audiobook"": null, ""magic"": null, ""lgbt"": null, ""urban fantasy"": null}",2026-03-21,success
"Fandom (Famous, #3)",Eden Finley,https://www.goodreads.com/book/show/57004820-fandom,608.0,4.14,"{""m m romance"": null, ""romance"": null, ""friends to lovers"": null, ""contemporary"": null, ""audiobook"": null, ""lgbt"": null, ""music"": null, ""queer"": null, ""musicians"": null, ""second chance"": null}",2026-03-21,success
The Quiet House (Black and Blue #2),Lily Morton,https://www.goodreads.com/book/show/57437366-the-quiet-house,452.0,4.37,"{""paranormal"": null, ""m m romance"": null, ""romance"": null, ""mystery"": null, ""ghosts"": null, ""fantasy"": null, ""contemporary"": null, ""audiobook"": null, ""horror"": null, ""lgbt"": null}",2026-03-21,success
"Emerett Has Never Been in Love (Love, Austen, #1)",Anyta Sunday,https://www.goodreads.com/book/show/56745291-emerett-has-never-been-in-love,477.0,3.75,"{""romance"": null, ""m m romance"": null, ""contemporary"": null, ""lgbt"": null, ""friends to lovers"": null, ""retellings"": null, ""slow burn"": null, ""queer"": null, ""fiction"": null, ""contemporary romance"": null}",2026-03-21,success
Imagoes (Imago #2.6),N.R. Walker,https://www.goodreads.com/book/show/56699992-imagoes,145.0,4.37,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""lgbt"": null, ""short stories"": null, ""novella"": null, ""australia"": null, ""m m contemporary"": null, ""childrens"": null, ""queer"": null}",2026-03-21,success
"The Same End (The Lamb and the Lion, #3)",Gregory Ashe,https://www.goodreads.com/book/show/56040417-the-same-end,168.0,4.48,"{""m m romance"": null, ""mystery"": null, ""romance"": null, ""contemporary"": null, ""crime"": null, ""lgbt"": null, ""audiobook"": null, ""slow burn"": null, ""fiction"": null, ""suspense"": null}",2026-03-21,success
Scratch the Surface,Mary Calmes,https://www.goodreads.com/book/show/58381548-scratch-the-surface,211.0,4.1,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""audiobook"": null, ""contemporary romance"": null, ""m m contemporary"": null, ""lgbt"": null, ""fiction"": null, ""abuse"": null, ""family"": null}",2026-03-21,success
Out in Winter (Out in College #8),Lane Hayes,https://www.goodreads.com/book/show/56339016-out-in-winter,116.0,3.92,"{""m m romance"": null, ""romance"": null, ""sports"": null, ""contemporary"": null, ""college"": null, ""lgbt"": null, ""novella"": null, ""sports romance"": null, ""new adult"": null, ""m m sports romance"": null}",2026-03-21,success
The Crow Flies Free,Michael   Robert,https://www.goodreads.com/book/show/58591828-the-crow-flies-free,100.0,4.62,"{""m m romance"": null, ""friends to lovers"": null, ""contemporary"": null, ""lgbt"": null, ""romance"": null, ""football"": null, ""coming of age"": null}",2026-03-21,success
"The Gentle Art of Fortune Hunting (Gentlemen of Uncertain Fortune, #1)",K.J. Charles,https://www.goodreads.com/book/show/56239247-the-gentle-art-of-fortune-hunting,,,"{""romance"": null, ""historical"": null, ""historical fiction"": null, ""lgbt"": null, ""queer"": null, ""historical romance"": null, ""m m romance"": null, ""audiobook"": null, ""fiction"": null, ""enemies to lovers"": null}",2026-03-21,success
"The Gangster (Magic & Steam, #2)",C.S. Poe,https://www.goodreads.com/book/show/48612089-the-gangster,156.0,4.36,"{""steampunk"": null, ""historical"": null, ""fantasy"": null, ""m m romance"": null, ""romance"": null, ""magic"": null, ""mystery"": null, ""paranormal"": null, ""lgbt"": null, ""audiobook"": null}",2026-03-21,success
Haven (Guns n' Boys #11),K.A. Merikan,https://www.goodreads.com/book/show/58684634-haven,71.0,4.55,"{""m m romance"": null, ""dark"": null, ""dark romance"": null, ""romance"": null, ""crime"": null, ""contemporary"": null, ""lgbt"": null, ""drama"": null, ""audiobook"": null, ""ebooks"": null}",2026-03-21,success
Frost,Jaclyn Osborn,https://www.goodreads.com/book/show/56644952-frost,167.0,4.22,"{""fantasy"": null, ""m m romance"": null, ""romance"": null, ""paranormal"": null, ""christmas"": null, ""magic"": null, ""lgbt"": null, ""mythology"": null, ""contemporary"": null, ""gay"": null}",2026-03-21,success
"Wed to the Barbarian (Barbarian Duet, #1)",Keira Andrews,https://www.goodreads.com/book/show/59125564-wed-to-the-barbarian,698.0,4.07,"{""fantasy"": null, ""m m romance"": null, ""romance"": null, ""enemies to lovers"": null, ""historical"": null, ""lgbt"": null, ""forced proximity"": null, ""historical romance"": null, ""m m fantasy"": null, ""audiobook"": null}",2026-03-21,success
Winter's Knight (L'Ange #4),Mary Calmes,https://www.goodreads.com/book/show/56752273-winter-s-knight,102.0,4.05,"{""m m romance"": null, ""paranormal"": null, ""shapeshifters"": null, ""romance"": null, ""fantasy"": null, ""contemporary"": null, ""lgbt"": null, ""novella"": null, ""audiobook"": null, ""m m shapeshifters"": null}",2026-03-21,success
King's Man (Outlawed #1),Sally Malcolm,https://www.goodreads.com/book/show/56795634-king-s-man,145.0,4.04,"{""historical"": null, ""romance"": null, ""m m romance"": null, ""historical fiction"": null, ""lgbt"": null, ""second chance"": null, ""historical romance"": null, ""queer"": null, ""fiction"": null, ""enemies to lovers"": null}",2026-03-21,success
"The Kidnapping of Roan Sinclair (The Solnyshko Duet, #1)",Ashlyn Drewek,https://www.goodreads.com/book/show/58097486-the-kidnapping-of-roan-sinclair,681.0,3.96,"{""m m romance"": null, ""dark"": null, ""dark romance"": null, ""enemies to lovers"": null, ""romance"": null, ""crime"": null, ""contemporary"": null, ""lgbt"": null, ""mafia romance"": null, ""forced proximity"": null}",2026-03-21,success
Long Winter (Wild Ones #1),Rachel Ember,https://www.goodreads.com/book/show/56471248-long-winter,251.0,3.89,"{""romance"": null, ""m m romance"": null, ""contemporary"": null, ""lgbt"": null, ""westerns"": null, ""queer"": null, ""fiction"": null, ""friends to lovers"": null, ""gay"": null, ""slow burn"": null}",2026-03-21,success
"King & Queen (RELIC, #3)",Maz Maddox,https://www.goodreads.com/book/show/58008144-king-queen,355.0,4.22,"{""romance"": null, ""m m romance"": null, ""shapeshifters"": null, ""audiobook"": null, ""paranormal"": null, ""fantasy"": null, ""lgbt"": null, ""humor"": null, ""queer"": null, ""paranormal romance"": null}",2026-03-21,success
Somebody to Hold (Tyler Jamison #2),April  Wilson,https://www.goodreads.com/book/show/56954998-somebody-to-hold,166.0,4.48,"{""m m romance"": null, ""romance"": null, ""mystery"": null, ""lgbt"": null, ""contemporary"": null, ""audiobook"": null, ""suspense"": null, ""crime"": null, ""m m contemporary"": null, ""romantic suspense"": null}",2026-03-21,success
A Midnight Clear,Kaje Harper,https://www.goodreads.com/book/show/56658056-a-midnight-clear,69.0,3.98,"{""m m romance"": null, ""contemporary"": null, ""romance"": null, ""holiday"": null, ""friends to lovers"": null, ""lgbt"": null, ""christmas"": null, ""second chance"": null, ""fiction"": null, ""novella"": null}",2026-03-21,success
"Galen (Sons of the Fallen, #1)",Jaclyn Osborn,https://www.goodreads.com/book/show/58204630-galen,843.0,4.04,"{""m m romance"": null, ""fantasy"": null, ""paranormal"": null, ""romance"": null, ""angels"": null, ""urban fantasy"": null, ""demons"": null, ""lgbt"": null, ""paranormal romance"": null, ""gay"": null}",2026-03-21,success
"The Professor's Dragon (Here Be Dragons, #2)",Louisa Masters,https://www.goodreads.com/book/show/58675732-the-professor-s-dragon,320.0,4.13,"{""fantasy"": null, ""m m romance"": null, ""paranormal"": null, ""romance"": null, ""dragons"": null, ""shapeshifters"": null, ""magic"": null, ""audiobook"": null, ""lgbt"": null, ""urban fantasy"": null}",2026-03-21,success
Benediction (Diversion #9),Eden Winters,https://www.goodreads.com/book/show/56394701-benediction,46.0,4.52,"{""m m romance"": null, ""mystery"": null, ""romance"": null, ""mystery thriller"": null, ""lgbt"": null, ""audiobook"": null, ""contemporary"": null, ""crime"": null, ""suspense"": null, ""humor"": null}",2026-03-21,success
"Featherbed (Vino & Veritas, #1)",Annabeth Albert,https://www.goodreads.com/book/show/56340297-featherbed,754.0,3.74,"{""romance"": null, ""m m romance"": null, ""contemporary"": null, ""lgbt"": null, ""audiobook"": null, ""contemporary romance"": null, ""queer"": null, ""fiction"": null, ""adult"": null, ""gay"": null}",2026-03-21,success
"Headstrong (Vino & Veritas, #3)",Eden Finley,https://www.goodreads.com/book/show/56403168-headstrong,950.0,4.09,"{""m m romance"": null, ""romance"": null, ""sports"": null, ""friends to lovers"": null, ""contemporary"": null, ""hockey"": null, ""lgbt"": null, ""audiobook"": null, ""sports romance"": null, ""college"": null}",2026-03-21,success
"Raising the Ante (The Kings: Wild Cards, #2)",Charlie Cochet,https://www.goodreads.com/book/show/56636734-raising-the-ante,201.0,4.04,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""lgbt"": null, ""novella"": null, ""audiobook"": null, ""gay"": null, ""m m contemporary"": null, ""fiction"": null, ""crime"": null}",2026-03-21,success
Unguarded (Vino & Veritas #10),Jay Hogan,https://www.goodreads.com/book/show/57837285-unguarded,477.0,4.13,"{""romance"": null, ""m m romance"": null, ""contemporary"": null, ""audiobook"": null, ""lgbt"": null, ""queer"": null, ""fiction"": null, ""contemporary romance"": null, ""gay"": null, ""adult"": null}",2026-03-21,success
Hijinks With a Hellhound (Hidden Species #3),Louisa Masters,https://www.goodreads.com/book/show/56476386-hijinks-with-a-hellhound,465.0,4.14,"{""paranormal"": null, ""m m romance"": null, ""romance"": null, ""fantasy"": null, ""shapeshifters"": null, ""audiobook"": null, ""magic"": null, ""urban fantasy"": null, ""vampires"": null, ""lgbt"": null}",2026-03-21,success
"The Light (Love in O'Leary, #5.6)",May Archer,https://www.goodreads.com/book/show/56779872-the-light,114.0,4.1,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""second chance"": null, ""novella"": null, ""lgbt"": null, ""short stories"": null, ""queer"": null, ""gay"": null, ""contemporary romance"": null}",2026-03-21,success
"Aftermath (Vino & Veritas, #5)",L.A. Witt,https://www.goodreads.com/book/show/56425216-aftermath,545.0,3.91,"{""romance"": null, ""m m romance"": null, ""contemporary"": null, ""lgbt"": null, ""audiobook"": null, ""sports"": null, ""disability"": null, ""hockey"": null, ""contemporary romance"": null, ""queer"": null}",2026-03-21,success
"Spiced Kisses (Kiss Me, #3)",Charlie Novak,https://www.goodreads.com/book/show/58675258-spiced-kisses,118.0,4.09,"{""romance"": null, ""christmas"": null, ""m m romance"": null, ""contemporary"": null, ""holiday"": null, ""lgbt"": null, ""audiobook"": null, ""gay"": null, ""friends to lovers"": null, ""sports"": null}",2026-03-21,success
"Summer Kisses (Kiss Me, #2)",Charlie Novak,https://www.goodreads.com/book/show/57832584-summer-kisses,158.0,4.14,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""second chance"": null, ""enemies to lovers"": null, ""lgbt"": null, ""audiobook"": null, ""british literature"": null, ""lgbt romance"": null, ""contemporary romance"": null}",2026-03-21,success
Ache,Marley Valentine,https://www.goodreads.com/book/show/58175391-ache,1036.0,3.92,"{""m m romance"": null, ""friends to lovers"": null, ""romance"": null, ""contemporary"": null, ""lgbt"": null, ""audiobook"": null, ""gay for you"": null, ""contemporary romance"": null, ""queer"": null, ""second chance"": null}",2026-03-21,success
"Booklover (Vino & Veritas, #6)",J.E. Birk,https://www.goodreads.com/book/show/56569069-booklover,381.0,3.96,"{""romance"": null, ""m m romance"": null, ""audiobook"": null, ""contemporary"": null, ""lgbt"": null, ""new adult"": null, ""friends to lovers"": null, ""queer"": null, ""college"": null, ""fiction"": null}",2026-03-21,success
"Proficiency Bonus (Roll for Love, #3)",Charlie Novak,https://www.goodreads.com/book/show/56769831-proficiency-bonus,136.0,4.29,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""contemporary romance"": null, ""lgbt"": null, ""queer"": null, ""audiobook"": null, ""friends to lovers"": null, ""nerd"": null, ""gay"": null}",2026-03-21,success
"The Fix Is In (Torus Intercession, #4)",Mary Calmes,https://www.goodreads.com/book/show/59909617-the-fix-is-in,147.0,4.14,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""paranormal"": null, ""mystery"": null, ""lgbt"": null, ""audiobook"": null, ""crime"": null, ""suspense"": null, ""m m paranormal"": null}",2026-03-21,success
"These Vile Secrets (Enclave, #1)",C.E. Ricci,https://www.goodreads.com/book/show/57239496-these-vile-secrets,432.0,4.14,"{""m m romance"": null, ""enemies to lovers"": null, ""romance"": null, ""dark"": null, ""dark romance"": null, ""lgbt"": null, ""contemporary"": null, ""gay"": null, ""mystery"": null, ""crime"": null}",2026-03-21,success
On Board (Painted Bay #2),Jay Hogan,https://www.goodreads.com/book/show/58853256-on-board,311.0,4.27,"{""m m romance"": null, ""romance"": null, ""enemies to lovers"": null, ""contemporary"": null, ""lgbt"": null, ""audiobook"": null, ""forced proximity"": null, ""bisexual"": null, ""gay for you"": null, ""slow burn"": null}",2026-03-21,success
"Subtle Blood (The Will Darling Adventures, #3)",K.J. Charles,https://www.goodreads.com/book/show/52238002-subtle-blood,1310.0,4.44,"{""romance"": null, ""historical"": null, ""historical fiction"": null, ""mystery"": null, ""lgbt"": null, ""queer"": null, ""m m romance"": null, ""historical romance"": null, ""audiobook"": null, ""fiction"": null}",2026-03-21,success
Hexes and Horns,Rowan McAllister,https://www.goodreads.com/book/show/56644956-hexes-and-horns,133.0,4.07,"{""fantasy"": null, ""m m romance"": null, ""paranormal"": null, ""magic"": null, ""romance"": null, ""shapeshifters"": null, ""urban fantasy"": null, ""contemporary"": null, ""lgbt"": null, ""witches"": null}",2026-03-21,success
Foster in New York,NOT A BOOK,https://www.goodreads.com/book/show/59014013-foster-in-new-york,,,,2026-03-21,book_key_not_found
"Pretty Poison (Sinister in Savannah, #3)",Aimee Nicole Walker,https://www.goodreads.com/book/show/56795402-pretty-poison,191.0,4.36,"{""m m romance"": null, ""romance"": null, ""mystery"": null, ""second chance"": null, ""contemporary"": null, ""crime"": null, ""audiobook"": null, ""lgbt"": null, ""suspense"": null, ""contemporary romance"": null}",2026-03-21,success
The Lion Tamers,Lily Morton,https://www.goodreads.com/book/show/58873529-the-lion-tamers,7.0,4.4,"{""m m romance"": null, ""romance"": null, ""contemporary"": null, ""fiction"": null, ""short stories"": null}",2026-03-21,success
