book_title,author,goodreads_url,reviews_count,avg_rating,shelves
Book Lovers,Emily Henry,https://www.goodreads.com/book/show/58690308-book-lovers,,,
"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,https://www.goodreads.com/book/show/58283080-hook-line-and-sinker,,,
Love on the Brain,Ali Hazelwood,https://www.goodreads.com/book/show/59571699-love-on-the-brain,,,
Reminders of Him,Colleen Hoover,https://www.goodreads.com/book/show/58341222-reminders-of-him,,,
"Part of Your World (Part of Your World, #1)",Abby Jimenez,https://www.goodreads.com/book/show/57577284-part-of-your-world,,,
"The American Roommate Experiment (Love Deception, #2)",Elena  Armas,https://www.goodreads.com/book/show/60114057-the-american-roommate-experiment,,,
Weather Girl,Rachel Lynn Solomon,https://www.goodreads.com/book/show/53369734-weather-girl,,,
"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,https://www.goodreads.com/book/show/60393672-it-starts-with-us,,,
Something Wilder,Christina Lauren,https://www.goodreads.com/book/show/59345253-something-wilder,,,
"Twisted Hate (Twisted, #3)",Ana Huang,https://www.goodreads.com/book/show/56688531-twisted-hate,,,
The Bodyguard,Katherine Center,https://www.goodreads.com/book/show/58724801-the-bodyguard,,,
"Good Girl Complex (Avalon Bay, #1)",Elle Kennedy,https://www.goodreads.com/book/show/57693481-good-girl-complex,,,
"Mr. Wrong Number (Mr. Wrong Number, #1)",Lynn Painter,https://www.goodreads.com/book/show/58419108-mr-wrong-number,,,
"A Brush with Love (A Brush with Love, #1)",Mazey Eddings,https://www.goodreads.com/book/show/57693430-a-brush-with-love,,,
"Stuck with You (The STEMinist Novellas, #2)",Ali Hazelwood,https://www.goodreads.com/book/show/59651555-stuck-with-you,,,
"Under One Roof (The STEMinist Novellas, #1)",Ali Hazelwood,https://www.goodreads.com/book/show/59651557-under-one-roof,,,
The Roughest Draft,Emily Wibberley,https://www.goodreads.com/book/show/57933316-the-roughest-draft,,,
"Below Zero (The STEMinist Novellas, #3)",Ali Hazelwood,https://www.goodreads.com/book/show/59651553-below-zero,,,
"Things We Never Got Over (Knockemout, #1)",Lucy Score,https://www.goodreads.com/book/show/60060431-things-we-never-got-over,,,
"Husband Material (London Calling, #2)",Alexis  Hall,https://www.goodreads.com/book/show/58323892-husband-material,,,
"Electric Idol (Dark Olympus, #2)",Katee Robert,https://www.goodreads.com/book/show/57661359-electric-idol,,,
"Set on You (The Influencer, #1)",Amy  Lea,https://www.goodreads.com/book/show/58784485-set-on-you,,,
"Delilah Green Doesn't Care (Bright Falls, #1)",Ashley Herring Blake,https://www.goodreads.com/book/show/54756850-delilah-green-doesn-t-care,,,
"Terms and Conditions  (Dreamland Billionaires, #2)",Lauren Asher,https://www.goodreads.com/book/show/58353827-terms-and-conditions,,,
The Wedding Crasher,Mia Sosa,https://www.goodreads.com/book/show/50172797-the-wedding-crasher,,,
"Running Wild (Wild, #3)",K.A. Tucker,https://www.goodreads.com/book/show/58817631-running-wild,,,
"Dating Dr. Dil (If Shakespeare Was an Auntie, #1)",Nisha Sharma,https://www.goodreads.com/book/show/57007401-dating-dr-dil,,,
"Everything for You (Bergman Brothers, #5)",Chloe Liese,https://www.goodreads.com/book/show/59824159-everything-for-you,,,
Made in Manhattan,Lauren Layne,https://www.goodreads.com/book/show/58438547-made-in-manhattan,,,
My Killer Vacation,Tessa Bailey,https://www.goodreads.com/book/show/60191114-my-killer-vacation,,,
The Summer Proposal,Vi Keeland,https://www.goodreads.com/book/show/59585168-the-summer-proposal,,,
"Not the Witch You Wed (Supernatural Singles, #1)",April Asher,https://www.goodreads.com/book/show/57693468-not-the-witch-you-wed,,,
"Count Your Lucky Stars (Written in the Stars, #3)",Alexandria Bellefleur,https://www.goodreads.com/book/show/58079450-count-your-lucky-stars,,,
"Folk Around and Find Out (Good Folk: Modern Folktales, #2)",Penny Reid,https://www.goodreads.com/book/show/58597663-folk-around-and-find-out,,,
"Twisted Lies (Twisted, #4)",Ana Huang,https://www.goodreads.com/book/show/60217302-twisted-lies,,,
One Night on the Island,Josie Silver,https://www.goodreads.com/book/show/59078993-one-night-on-the-island,,,
"Loathe to Love You (The STEMinist Novellas, #1-3)",Ali Hazelwood,https://www.goodreads.com/book/show/59054191-loathe-to-love-you,,,
Lease on Love,Falon Ballard,https://www.goodreads.com/book/show/57974961-lease-on-love,,,
"Fake It Till You Bake It (Sugar Blitz, #1)",Jamie Wesley,https://www.goodreads.com/book/show/58724876-fake-it-till-you-bake-it,,,
Motel,Penelope Douglas,https://www.goodreads.com/book/show/39720351-motel,,,
The No-Show,Beth O'Leary,https://www.goodreads.com/book/show/58678549-the-no-show,,,
"Love & Other Disasters (Nashville Love, #1)",Anita Kelly,https://www.goodreads.com/book/show/55297669-love-other-disasters,,,
Ten Trends to Seduce Your Bestfriend,Penny Reid,https://www.goodreads.com/book/show/59829197-ten-trends-to-seduce-your-bestfriend,,,
Love at First Spite,Anna E. Collins,https://www.goodreads.com/book/show/57724262-love-at-first-spite,,,
"The Suite Spot (Beck Sisters, #2)",Trish Doller,https://www.goodreads.com/book/show/57693418-the-suite-spot,,,
"Pride and Dad Jokes (Ideal Man, #1)",Penny Reid,https://www.goodreads.com/book/show/36266457-pride-and-dad-jokes,,,
"Starry-Eyed Love (Spark House, #2)",Helena Hunting,https://www.goodreads.com/book/show/58724991-starry-eyed-love,,,
"The Best Men (The Best Men, #1)",Sarina Bowen,https://www.goodreads.com/book/show/58790303-the-best-men,,,
If You Ask Me,Libby Hubscher,https://www.goodreads.com/book/show/58447512-if-you-ask-me,,,
Home for Christmas,Camilla Isley,https://www.goodreads.com/book/show/58366458-home-for-christmas,,,
"A Very Merry Bromance (Bromance Book Club, #5)",Lyssa Kay Adams,https://www.goodreads.com/book/show/59831299-a-very-merry-bromance,,,
"By the Book (Meant to Be, #2)",Jasmine Guillory,https://www.goodreads.com/book/show/58950845-by-the-book,,,
By Any Other Name,Lauren Kate,https://www.goodreads.com/book/show/58024770-by-any-other-name,,,
Just Like Magic,Sarah Hogle,https://www.goodreads.com/book/show/59420717-just-like-magic,,,
Mad About You,Mhairi McFarlane,https://www.goodreads.com/book/show/58758622-mad-about-you,,,
"Cream and Punishment (King Family, #2)",Susannah Nix,https://www.goodreads.com/book/show/58451443-cream-and-punishment,,,
"How to Love Your Neighbor (Jansen Brothers, #2)",Sophie Sullivan,https://www.goodreads.com/book/show/57693505-how-to-love-your-neighbor,,,
The Treehouse on Dog River Road,Catherine Drake,https://www.goodreads.com/book/show/58926739-the-treehouse-on-dog-river-road,,,
How to Fake It in Hollywood,Ava  Wilder,https://www.goodreads.com/book/show/59029665-how-to-fake-it-in-hollywood,,,
"The Rake (Boston Belles, #4)",L.J. Shen,https://www.goodreads.com/book/show/51248391-the-rake,,,
Carrie Soto Is Back,Taylor Jenkins Reid,https://www.goodreads.com/book/show/60435878-carrie-soto-is-back,,,
